Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
Comparing the accuracy and efficiency of a single machine learning agent with multiple coordinating agents in a chat environment,"Lan, Hongxu",Proceedings of the 2025 2nd International Conference on Generative Artificial Intelligence and Information Security,2025,"This paper aims to design a chatbot application to help people find an appropriate restaurant based on users' preferences and transportation modes. It also aims to explore whether a machine learning-based chat agent is capable of accomplishing all the tasks precisely, or whether it could be optimized by collaborating with other simple agents. This paper establishes a chatbot environment along with a series of agents (machine learning agent, grammar checker agent, spelling checker agent, restaurant searcher), designed to assist users in finding a restaurant mainly based on what transportation they use and if a restaurant is found, the chatbot could display the route to this place in the prompt also with map details by employing the Google map API. The machine learning agent acting as the brain of this chatbot, could not only be able to evoke other agents corresponding to users’ input but also could directly store what kinds of transportation are taken by users and pass to Google map API to search appropriate restaurants instead of fully relying on a restaurant searcher agent (rule-based agent). To examine whether multiple agents coordinate with each other could outperform a single agent. A contrast experiment is conducted to conclude the result, which involves 15 participants who run through this program under two different setups (with and without spelling and grammar checkers) and each of them would give a query to this chatbot but this query would be dealt with and without spelling and grammar checker respectively. The result would be quantitatively evaluated by two metrics: Success Rate: successfully finding a restaurant and showing the map; the Total of Queries. Results suggest that pre-processing input with spelling and grammar checkers significantly improves the chatbot's performance, achieving an 80% success rate (12 out of 15 queries). In contrast, when input is not pre-processed, the success rate drops to 46.66% (7 out of 15 queries). This indicates that the involvement of spelling and grammar checker agents enhances the accuracy and efficiency of restaurant searches, making the collaborative multi-agent setup more effective. Moreover, it could demonstrate that this chatbot environment is well constructed since it could successfully provide suitable restaurants given users’ requirements.",,https://doi.org/10.1145/3728725.3728792
IoTCCT '24: Proceedings of the 2024 2nd International Conference on Internet of Things and Cloud Computing Technology,,,2024,,,
"EBIMCS '24: Proceedings of the 2024 7th International Conference on E-Business, Information Management and Computer Science",,,2024,,,
AIFE '24: Proceeding of the 2024 International Conference on Artificial Intelligence and Future Education,,,2024,,,
ICDTE '24: Proceedings of the 2024 8th International Conference on Digital Technology in Education (ICDTE),,,2024,,,
Theory entity extraction for social and behavioral sciences papers using distant supervision,"Wei, Xin and Salsabil, Lamia and Wu, Jian",Proceedings of the 22nd ACM Symposium on Document Engineering,2022,"Theories and models, which are common in scientific papers in almost all domains, usually provide the foundations of theoretical analysis and experiments. Understanding the use of theories and models can shed light on the credibility and reproducibility of research works. Compared with metadata, such as title, author, keywords, etc., theory extraction in scientific literature is rarely explored, especially for social and behavioral science (SBS) domains. One challenge of applying supervised learning methods is the lack of a large number of labeled samples for training. In this paper, we propose an automated framework based on distant supervision that leverages entity mentions from Wikipedia to build a ground truth corpus consisting of more than 4500 automatically annotated sentences containing theory/model mentions. We use this corpus to train models for theory extraction in SBS papers. We compared four deep learning architectures and found the RoBERTa-BiLSTM-CRF is the best one with a precision as high as 89.72%. The model is promising to be conveniently extended to domains other than SBS. The code and data are publicly available at https://github.com/lamps-lab/theory.",10.1145/3558100.3563855,https://doi.org/10.1145/3558100.3563855
GoodIT '23: Proceedings of the 2023 ACM Conference on Information Technology for Social Good,,,2023,,,
CompSysTech '24: Proceedings of the International Conference on Computer Systems and Technologies 2024,,,2024,,,
W4A '24: Proceedings of the 21st International Web for All Conference,,,2024,,,
ICIIP '24: Proceedings of the 2024 9th International Conference on Intelligent Information Processing,,,2024,,,
ICMI Companion '24: Companion Proceedings of the 26th International Conference on Multimodal Interaction,,,2024,,,
ICEMT '24: Proceedings of the 2024 8th International Conference on Education and Multimedia Technology,,,2024,,,
"ISAC '25: Proceedings of the 2025 International Conference on Intelligent Systems, Automation and Control",,,2025,,,
Reimagining CS Pathways: High School and Beyond,Computer Science Teachers Association and Institute for Advancing Computing Education and Association for Computing Machinery and Code.org and College Board and CSforALL and Expanding Computing Education Pathways Alliance,,2024,,,
"A Systematic Literature Review Study of Digital Transformation in Higher Education: Technologies, Challenges and Trends","Hu, Xuting and Xu, Yuanyuan and Liao, Han and Ma, Jiqiao",Proceedings of the 2024 7th International Conference on Educational Technology Management,2025,"The digital transformation of higher education is occurring rapidly around the globe, leaving an indelible mark on improving the quality of education, expanding the accessibility of educational resources, and realizing innovation and reform in teaching and research. The extant research on digital transformation in higher education is relatively limited in scope and has certain inherent limitations. Therefore, this paper employs the method of systematic literature review (SLR) to provide a comprehensive analysis of the digital transformation of higher education from three perspectives: digital technology, existing challenges, and future trends. This analysis aims to identify potential correlations between these three dimensions and offer valuable insights for those engaged in the education industry and researchers. Furthermore, this study seeks to deepen our understanding of digital transformation and to provide guidance for future research directions.",10.1145/3711403.3711424,https://doi.org/10.1145/3711403.3711424
PETRA '24: Proceedings of the 17th International Conference on PErvasive Technologies Related to Assistive Environments,,,2024,,,
AIBDF '24: Proceedings of the 4th Asia-Pacific Artificial Intelligence and Big Data Forum,,,2024,,,
AIIIP '24: Proceedings of the 2024 3rd International Conference on Artificial Intelligence and Intelligent Information Processing,,,2024,,,
SHWID '24: Proceedings of the 2024 International Conference on Smart Healthcare and Wearable Intelligent Devices,,,2024,,,
ICETT '24: Proceedings of the 2024 10th International Conference on Education and Training Technologies,,,2024,,,
SBSI '24: Proceedings of the 20th Brazilian Symposium on Information Systems,,,2024,,,
Developing and Deploying a Real-World Solution for Accessible Slide Reading and Authoring for Blind Users,"Zhang, Zhuohao and Kim, Gene S-H and Wobbrock, Jacob O.",Proceedings of the 25th International ACM SIGACCESS Conference on Computers and Accessibility,2023,"Presentation software like Microsoft PowerPoint and Google Slides remains largely inaccessible for blind users because screen readers are not well suited to 2-D “artboards” that contain different objects in arbitrary arrangements lacking any inherent reading order. To investigate this problem, prior work by Zhang &amp; Wobbrock (2023) developed multimodal interaction techniques in a prototype system called A11yBoard, but their system was limited to a single artboard in a self-contained prototype and was unable to support real-world use. In this work, we present a major extension of A11yBoard that expands upon its initial interaction techniques, addresses numerous real-world issues, and makes it deployable with Google Slides. We describe the new features developed for A11yBoard for Google Slides along with our participatory design process with a blind co-author. We also present two case studies based on real-world deployments showing that participants were able to independently complete slide reading and authoring tasks that were not possible without sighted assistance previously. We conclude with several design guidelines for making accessible digital content creation tools.",10.1145/3597638.3608418,https://doi.org/10.1145/3597638.3608418
"CMNM '24: Proceedings of the International Conference on Modeling, Natural Language Processing and Machine Learning",,,2024,,,
ICBDDM '24: Proceedings of the 2024 International Conference on Big Data and Digital Management,,,2024,,,
MIDA '24: Proceedings of the 2024 International Conference on Machine Intelligence and Digital Applications,,,2024,,,
ICAICE '23: Proceedings of the 4th International Conference on Artificial Intelligence and Computer Engineering,,,2023,,,
HBD '25: Proceedings of the 2025 International Conference on Health Big Data,,,2025,,,
ICCMT '24: Proceedings of the 2024 International Conference on Computer and Multimedia Technology,,,2024,,,
VRST '24: Proceedings of the 30th ACM Symposium on Virtual Reality Software and Technology,,,2024,,,
"DEBAI '24: Proceedings of the International Conference on Digital Economy, Blockchain and Artificial Intelligence",,,2024,,,
IC3-2024: Proceedings of the 2024 Sixteenth International Conference on Contemporary Computing,,,2024,,,
Intelligent integration: AI innovation in sports from the perspective of home-school-social co-education,"Du, Xiaojuan and Song, Yifan",Proceeding of the 2024 International Conference on Artificial Intelligence and Future Education,2025,"Introduction: In the era of the fourth industrial revolution, Artificial Intelligence (AI) stands at the forefront of technological innovation, transforming various sectors including sports. This paper delves into the innovative applications of AI in sports, examining its impact on school, family, and community sports. It explores how AI can enhance physical activity quality and user experience, offering a vision for the future of sports education and training.Methods: In this paper, we have used literature method, interview and survey method, logical analysis methodConclusions: AI technology is expected to further optimise physical activity, provide more accurate assessment and feedback systems, and will be more widely used in the future of home, school and social sport In addition AI technology has the potential to address the unequal distribution of teachers. Overall, AI technology will profoundly change the face of sport, making it more efficient, fun and inclusive.",10.1145/3708394.3708453,https://doi.org/10.1145/3708394.3708453
A Survey of K-12 Teacher Needs for an Online Programming Learning System,,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,2024,"This article examines US K-12 computing teacher needs for a programming learning system. We surveyed 39 K-12 teachers about the necessity of programming learning system features. We found that teachers needed to view student code remotely, student code auto-save, differentiation of student assignments, and a tutorial library for students to learn about the programming environment. In addition to rating feature usefulness, we also asked teachers to list features or needs that the survey did not address. Through qualitative responses, we found that teachers wanted cheating prevention and detection, the ability to freeze and project code onto student screens, and student and classroom-level analytics. We also compare the needs of teachers who teach computing as the main subject in their classroom to the needs of teachers who integrate computing into another discipline. This research can inform the development of programming learning systems to better support teachers and their students.",10.1145/3613905.3651110,https://doi.org/10.1145/3613905.3651110
MuC '24: Proceedings of Mensch und Computer 2024,,,2024,,,
HT '23: Proceedings of the 34th ACM Conference on Hypertext and Social Media,,,2023,,,
"BDICN '25: Proceedings of the 2025 4th International Conference on Big Data, Information and Computer Network",,,2025,,,
ICDEL '23: Proceedings of the 2023 8th International Conference on Distance Education and Learning,,,2023,,,
CIBDA '24: Proceedings of the 5th International Conference on Computer Information and Big Data Applications,,,2024,,,
"Can we create accessible charts with Microsoft Excel?: a review of possibilities and limits, with a special focus to users with low vision",,Proceedings of the XXIV International Conference on Human Computer Interaction,2024,"Introduction: statistical charts are key to data literacy and essential in the process of communicating abstract science concepts and relationships that are difficult to understand through other representations. These types of visualization can present numerous challenges for users with low vision, an often-overlooked group despite its enormous prevalence. To evaluate MS Excel's as an accessible authoring tool analyzing ATAG 2.0 compliance, and its capability to create accessible charts according to a set of heuristic indicators proposed by the authors. Methodology: Evaluate a) the compliance of Microsoft Excel software as an authoring tool with ATAG 2.0 guidelines; and b) the compliance of MS Excel-generated charts with a domain heuristic set. For the heuristic evaluation, apart from the original MS Excel chart (XSLX), three exported versions (DOCX, HTML and SVG) of the same chart were created using all the accessibility features available in the software. Results: Regarding ATAG compliance, 48 desired accessibility features applying to MS Excel have been identified and the software meet just 26 of them (54.17%). Regarding heuristic evaluation, the four versions of the chart present a percentage of compliance with the heuristics equal to or greater than 66.66%. The versions that have obtained the best scores are MS Excel original and MS Word exported charts with 72.2% of indicators achieved, followed by SVG and HTML exported charts, both with 66.66%. Even though MS Excel does not meet a good part of the ATAG 2.0 success criteria, it has been possible to create charts with a good level of accessibility following the suggested heuristic principles.",10.1145/3657242.3657243,https://doi.org/10.1145/3657242.3657243
ICIEAI '23: Proceedings of the 2023 International Conference on Information Education and Artificial Intelligence,,,2023,,,
The Sound of Support: Gendered Voice Agent as Support to Minority Teammates in Gender-Imbalanced Team,"Hwang, Angel Hsing-Chi and Won, Andrea Stevenson",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,2024,"The present work explores the potential of leveraging a teamwork agent’s identity – signaled through its gendered voice – to support marginalized individuals in gender-imbalanced teams. In a mixed design experiment (N = 178), participants were randomly assigned to work with a female and a male voice agent in either a female-dominated or male-dominated team. Results show the presence of a same-gender voice agent is particularly beneficial to the performance of minority female members, such that they would contribute more ideas and talk more when a female agent was present. Conversely, minority male members became more talkative but were less focused on the teamwork tasks at hand when working with a male-sounding agent. The findings of the present experiment support existing literature on the effect of social presence in gender-imbalanced teams, such that gendered agents serve similar benefits as human teammates of the same gender identities. However, the effect of agents’ presence remains limited when participants have experienced severe marginalization in the past. Based on findings from the present study, we discuss relevant design implications and avenues for future research.",10.1145/3613904.3642202,https://doi.org/10.1145/3613904.3642202
CEEeGov '24: Proceedings of the Central and Eastern European eDem and eGov Days 2024,,,2024,,,
Computing Education in African Countries: A Literature Review and Contextualised Learning Materials,"Hamouda, Sally and Marshall, Linda and Sanders, Kate and Tshukudu, Ethel and Adelakun-Adeyemo, Oluwatoyin and Becker, Brett A. and Dodoo, Emma R. and Korsah, G. Ayorkor and Luvhengo, Sandani and Ola, Oluwakemi and Parkinson, Jack and Sanusi, Ismaila Temitayo",2024 Working Group Reports on Innovation and Technology in Computer Science Education,2025,"This report begins with a literature review of computing education in Africa. We found a substantial body of work, scattered over more than 80 venues, which we have brought together here for the first time. Several important themes emerge in this dataset, including the need to contextualise computing education.In the second part of this report we investigate contextualisation further. We present a pilot study, grounded in the literature review, of the development of course materials, sample code, and programming assignments for introductory programming, contextualised for six African countries: Botswana, Egypt, Ghana, Nigeria, South Africa, and Zambia. We include the materials, report on a preliminary evaluation of the materials by fellow educators in African countries, and suggest a process by which other educators could develop materials for their local contexts.",10.1145/3689187.3709606,https://doi.org/10.1145/3689187.3709606
Reflecting on Design Paradigms of Animated Data Video Tools,"Shen, Leixian and Li, Haotian and Wang, Yun and Qu, Huamin",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Animated data videos have gained significant popularity in recent years. However, authoring data videos remains challenging due to the complexity of creating and coordinating diverse components (e.g., visualization, animation, audio, etc.). Although numerous tools have been developed to streamline the process, there is a lack of comprehensive understanding and reflection of their design paradigms to inform future development. To address this gap, we propose a framework for understanding data video creation tools along two dimensions: what data video components to create and coordinate, including visual, motion, narrative, and audio components, and how to support the creation and coordination. By applying the framework to analyze 46 existing tools, we summarized key design paradigms of creating and coordinating each component based on the varying work distribution for humans and AI in these tools. Finally, we share our detailed reflections, highlight gaps from a holistic view, and discuss future directions to address them.",10.1145/3706598.3713449,https://doi.org/10.1145/3706598.3713449
"FAccT '23: Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",,,2023,,,
EITCE '24: Proceedings of the 2024 8th International Conference on Electronic Information Technology and Computer Engineering,,,2024,,,
BDEIM '24: Proceedings of the 2024 5th International Conference on Big Data Economy and Information Management,,,2024,,,
"IPMLP '24: Proceedings of the International Conference on Image Processing, Machine Learning and Pattern Recognition",,,2024,,,
"CAICE '24: Proceedings of the 3rd International Conference on Computer, Artificial Intelligence and Control Engineering",,,2024,,,
"ICBAR '24: Proceedings of the 2024 4th International Conference on Big Data, Artificial Intelligence and Risk Management",,,2024,,,
IMX '23: Proceedings of the 2023 ACM International Conference on Interactive Media Experiences,,,2023,,,
ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,2023,"We are pleased to welcome all delegates to ESEC/FSE 2023, the ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering. ESEC/FSE is an internationally renowned forum for researchers, practitioners, and educators to present and discuss the most recent innovations, trends, experiences, and challenges in the field of software engineering. ESEC/FSE brings together experts from academia and industry to exchange the latest research results and trends as well as their practical application in all areas of software engineering.",,
,,,2024,,,
HRI '24: Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,,,2024,"Welcome one and all to the 19th Annual ACM/IEEE International Conference on Human-Robot Interaction (HRI)!We are so pleased to re-welcome the HRI community to Boulder, Colorado, where HRI 2021 would have been held, had the COVID pandemic not interfered. Following up on the successful in-person conference held last year in Sweden, this year's theme is",,
"ICEME '24: Proceedings of the 2024 15th International Conference on E-business, Management and Economics",,,2024,,,
ICFNDS '23: Proceedings of the 7th International Conference on Future Networks and Distributed Systems,,,2023,,,
"IC4E '24: Proceedings of the 2024 15th International Conference on E-Education, E-Business, E-Management and E-Learning",,,2024,,,
ICEDS '24: Proceedings of the 2024 5th International Conference on Education Development and Studies,,,2024,,,
WSSE '23: Proceedings of the 2023 5th World Symposium on Software Engineering,,,2023,,,
"ICACS '24: Proceedings of the 2024 8th International Conference on Algorithms, Computing and Systems",,,2024,,,
ASSETS '23: Proceedings of the 25th International ACM SIGACCESS Conference on Computers and Accessibility,,,2023,,,
"AIAHPC '24: Proceedings of the 2024 4th International Conference on Artificial Intelligence, Automation and High Performance Computing",,,2024,,,
"AISNS '23: Proceedings of the 2023 International Conference on Artificial Intelligence, Systems and Network Security",,,2023,,,
ICIIT '24: Proceedings of the 2024 9th International Conference on Intelligent Information Technology,,,2024,,,
ICDTE '23: Proceedings of the 7th International Conference on Digital Technology in Education,,,2023,,,
DocEng '22: Proceedings of the 22nd ACM Symposium on Document Engineering,,,2022,"The symposium brings together experts in all areas of document engineering, across academia and industry, with the intention of presenting and discussing the most recent advances in the field of Document Engineering.",,
BDIOT '23: Proceedings of the 2023 7th International Conference on Big Data and Internet of Things,,,2023,,,
ICETC '23: Proceedings of the 15th International Conference on Education Technology and Computers,,,2023,,,
"ICBAR '23: Proceedings of the 2023 3rd International Conference on Big Data, Artificial Intelligence and Risk Management",,,2023,,,
"EBIMCS '22: Proceedings of the 2022 5th International Conference on E-Business, Information Management and Computer Science",,,2022,,,
ICDIP '23: Proceedings of the 15th International Conference on Digital Image Processing,,,2023,,,
"EBIMCS '23: Proceedings of the 2023 6th International Conference on E-Business, Information Management and Computer Science",,,2023,,,
NLPIR '22: Proceedings of the 2022 6th International Conference on Natural Language Processing and Information Retrieval,,,2022,,,
ICMML '24: Proceedings of the 2024 International Conference on Mathematics and Machine Learning,,,2024,,,
ICIIP '23: Proceedings of the 2023 8th International Conference on Intelligent Information Processing,,,2023,,,
ASE '22: Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,,,2022,,,
"PCCNT '23: Proceedings of the 2023 International Conference on Power, Communication, Computing and Networking Technologies",,,2023,,,
MLNLP '22: Proceedings of the 2022 5th International Conference on Machine Learning and Natural Language Processing,,,2022,,,
"UMAP '23: Proceedings of the 31st ACM Conference on User Modeling, Adaptation and Personalization",,,2023,,,
SIGSPATIAL '22: Proceedings of the 30th International Conference on Advances in Geographic Information Systems,,,2022,"The conference started as a series of workshops and symposia back in 1993 with the aim of promoting interdisciplinary discussions among researchers, developers, users, and practitioners and fostering research in all aspects of geographic information systems, especially in relation to novel systems based on geospatial data and knowledge. It continues to provide a forum for original research contributions covering all conceptual, design and implementation aspects of geospatial data ranging from applications, user interfaces and visualization, to data storage, query processing, indexing, machine learning and data mining. The conference is the premier annual event of the ACM Special Interest Group on Spatial Information (ACM SIGSPATIAL).",,
IC3-2023: Proceedings of the 2023 Fifteenth International Conference on Contemporary Computing,,,2023,,,
CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,,,2023,,,
SVR '23: Proceedings of the 25th Symposium on Virtual and Augmented Reality,,,2023,,,
WWW '22: Companion Proceedings of the Web Conference 2022,,,2022,,,
BDMIP '23: Proceedings of the 2023 International Conference on Big Data Mining and Information Processing,,,2023,,,
ICSCA '23: Proceedings of the 2023 12th International Conference on Software and Computer Applications,,,2023,,,
"ICEME '23: Proceedings of the 2023 14th International Conference on E-business, Management and Economics",,,2023,,,
PCI '22: Proceedings of the 26th Pan-Hellenic Conference on Informatics,,,2022,,,
SBQS '23: Proceedings of the XXII Brazilian Symposium on Software Quality,,,2023,,,
EITCE '22: Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,,,2022,,,
