Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Female Immigrant Entrepreneurship,Female Immigrant Entrepreneurship,,,,10.1007/978-3-031-94616-5_2,Toluwani AkaehomenThomas M. CooneyAndreas Walmsley,2025,https://link.springer.com/chapter/10.1007/978-3-031-94616-5_2,Chapter
Unleashing the Problem-Solving Potential of Next-Generation Data Scientists,Innovative Practices in Teaching Information Sciences and Technology,,,,10.1007/978-3-031-61290-9_8,Lizhen ZhuJames Z. Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-61290-9_8,Chapter
Multilingual and Cross-Linguistic Challenges in NLP,Transformative Natural Language Processing,,,,10.1007/978-3-031-88988-2_7,Dipika Jain,2025,https://link.springer.com/chapter/10.1007/978-3-031-88988-2_7,Chapter
Visual analysis and recognition of facial expressions in Indian classical dance using a novel dataset,The Visual Computer,,,,10.1007/s00371-025-03911-y,Sajitha V. RajT. T. SunilR. SivakumarR. Pradeep,2025,https://link.springer.com/article/10.1007/s00371-025-03911-y,Article
Policy Promotion of China Smart Education,Report on China Smart Education 2023,,,,10.1007/978-981-97-5090-0_2,,2024,https://link.springer.com/chapter/10.1007/978-981-97-5090-0_2,Chapter
Self-Management Support (SMS) in Transition: The Case of Osteoporosis Management Support in a Chinese Hospital,Computer Supported Cooperative Work (CSCW),,,,10.1007/s10606-024-09503-z,Jinling HuangXianghua Ding,2024,https://link.springer.com/article/10.1007/s10606-024-09503-z,Article
Consumer-Focused Transition to a Bio-based Sustainable Economy in Africa,Sustainable Bioeconomy Development in the Global South,,,,10.1007/978-981-96-0640-5_13,Oluwaseun James Oguntuase,2025,https://link.springer.com/chapter/10.1007/978-981-96-0640-5_13,Chapter
Mapping the landscape of Hospital at home (HaH) care: a validated taxonomy for HaH care model classification,BMC Health Services Research,,,,10.1186/s12913-025-12251-5,Kerstin Denecke,2025,https://link.springer.com/article/10.1186/s12913-025-12251-5,Article
Investigating Student Engagement with Digital Interactive Learning Tools at Level One: Actual and Perceived Value of These Resources,Creativity and Critique in Digital Learning and Teaching,,,,10.1007/978-3-031-68086-1_5,Sarah HendersonBen Trupia-Melluish,2025,https://link.springer.com/chapter/10.1007/978-3-031-68086-1_5,Chapter
Analysis of Mispronunciation Detection and Diagnosis Based on Conventional Deep Learning Techniques,"Proceedings of 4th International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications",,,,10.1007/978-981-99-9442-7_31,M. SoundaryaS. Anusuya,2024,https://link.springer.com/chapter/10.1007/978-981-99-9442-7_31,Conference paper
Federated Learning Incentive Mechanism Based on User Ego-Drive,Computational and Experimental Simulations in Engineering,,,,10.1007/978-3-031-44947-5_39,Xingyu LvYaping LiuShuo ZhangZhikai YangFangyu Shen,2024,https://link.springer.com/chapter/10.1007/978-3-031-44947-5_39,Conference paper
“Antiphilosophers Remind Us That Life is Always External to Concepts”: An Interview with Ghislain Deslandes,Philosophy of Management,,,,10.1007/s40926-024-00331-1,Marian Eabrasu,2024,https://link.springer.com/article/10.1007/s40926-024-00331-1,Article
Introduction,Humanism in Marketing,,,,10.1007/978-3-031-67155-5_1,Philip KotlerWaldemar PfoertschFabio AncaraniIvan Ureta,2024,https://link.springer.com/chapter/10.1007/978-3-031-67155-5_1,Chapter
Understanding the Technology Evolution Cycle Through History,Investing in Revolutions,,,,10.1007/979-8-8688-1177-7_1,Tal Elyashiv,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1177-7_1,Chapter
Technological Innovations to Tackle Health Inequalities in Cancer Care,Critical Perspectives on Technological Innovations in Healthcare,,,,10.1007/978-3-031-87158-0_5,Grigorios KotronoulasRebecca Marshall-MckennaTongyao WangConstantina Papadopoulou,2025,https://link.springer.com/chapter/10.1007/978-3-031-87158-0_5,Chapter
The Genesis,Unmasking Invisible Challenges in Entrepreneurship,,,,10.1007/978-3-031-63653-0_1,RajagopalAnanya Rajagopal,2024,https://link.springer.com/chapter/10.1007/978-3-031-63653-0_1,Chapter
Market research ethics: New practices but no new ideas,AMS Review,,,,10.1007/s13162-024-00276-8,Robert CluleyWilliam Green,2024,https://link.springer.com/article/10.1007/s13162-024-00276-8,Article
Abstracts from the 2024 Annual Meeting of the Society of General Internal Medicine,Journal of General Internal Medicine,,,,10.1007/s11606-024-08797-5,,2024,https://link.springer.com/article/10.1007/s11606-024-08797-5,Article
"Adaptation of the artificial ıntelligence literacy scale into Turkish: A cross-sectional application among healthcare workers, students, and children",Education and Information Technologies,,,,10.1007/s10639-025-13597-3,Emire UluğKamile ÖnerSelma ArslantaşSümeyya Tatlı Harmancı,2025,https://link.springer.com/article/10.1007/s10639-025-13597-3,Article
The Game Changer Models,Unmasking Invisible Challenges in Entrepreneurship,,,,10.1007/978-3-031-63653-0_4,RajagopalAnanya Rajagopal,2024,https://link.springer.com/chapter/10.1007/978-3-031-63653-0_4,Chapter
Research streams and open challenges in the metaverse,The Journal of Supercomputing,,,,10.1007/s11227-023-05544-1,Carmen Carrión,2023,https://link.springer.com/article/10.1007/s11227-023-05544-1,Article
Entrepreneurship in the context of permanent crisis: the role of community support,Review of Managerial Science,,,,10.1007/s11846-025-00845-6,David B. AudretschDafna Kariv,2025,https://link.springer.com/article/10.1007/s11846-025-00845-6,Article
"NLP in Action: Case Studies from Healthcare, Finance, and Industry",Transformative Natural Language Processing,,,,10.1007/978-3-031-88988-2_8,ShwetaHifzan Ahmad,2025,https://link.springer.com/chapter/10.1007/978-3-031-88988-2_8,Chapter
The Complexities of the Slovak Higher Education Development,Global Agendas and Education Reforms,,,,10.1007/978-981-97-3068-1_5,Julius HorvathRene Matlovič,2024,https://link.springer.com/chapter/10.1007/978-981-97-3068-1_5,Chapter
Power Dynamics in Climate Governance and Eco-innovation,Climate Governance and Corporate Eco-innovation,,,,10.1007/978-3-031-56423-9_4,Monika MalikShelley Oberoi,2024,https://link.springer.com/chapter/10.1007/978-3-031-56423-9_4,Chapter
"Teaching Ethics in Teacher Education: ICT-Enhanced, Case-Based and Active Learning Approach with Continuous Formative Assessment",Journal of Academic Ethics,,,,10.1007/s10805-024-09503-0,Ahmet GöçenMehmet Akın Bulut,2024,https://link.springer.com/article/10.1007/s10805-024-09503-0,Article
A deep learning framework for sarcastic sentiment classification in opinion polls,"Journal of Data, Information and Management",,,,10.1007/s42488-023-00107-8,Fredrick BoafoSolomon MensahElizabeth Akuafum Dick,2023,https://link.springer.com/article/10.1007/s42488-023-00107-8,Article
Translation Pedagogy,Multidisciplinary Insights into Translation Studies,,,,10.1007/978-3-031-87205-1_4,Jozef Štefčík,2025,https://link.springer.com/chapter/10.1007/978-3-031-87205-1_4,Chapter
Digital innovation: a bibliometric review and research agenda,Review of Managerial Science,,,,10.1007/s11846-025-00895-w,Ahmad AlaassarAnne-Laure MentionKateryna Kryzhanivska,2025,https://link.springer.com/article/10.1007/s11846-025-00895-w,Article
The state of foresight in small and medium enterprises: literature review and research agenda,European Journal of Futures Research,,,,10.1186/s40309-024-00237-1,Ulrike-Sabine DörrGerhard SchönhoferJan Oliver Schwarz,2024,https://link.springer.com/article/10.1186/s40309-024-00237-1,Article
Asking Higher Education Students to Write Research Case Studies—A Way to Develop Engagement and Critical Thinking,Perspectives and Trends in Education and Technology,,,,10.1007/978-981-99-5414-8_15,Laura TalloneSara PascoalMarco Furtado,2023,https://link.springer.com/chapter/10.1007/978-981-99-5414-8_15,Conference paper
"Cem Mil Podcasts: A Spoken Portuguese Document Corpus for&#xa0;Multi-modal, Multi-lingual and&#xa0;Multi-dialect Information Access Research","Experimental IR Meets Multilinguality, Multimodality, and Interaction",,,,10.1007/978-3-031-42448-9_5,Ekaterina GarmashEdgar TanakaAnn CliftonJoana CorreiaSharmistha JatWinstead ZhuRosie JonesJussi Karlgren,2023,https://link.springer.com/chapter/10.1007/978-3-031-42448-9_5,Conference paper
Dietary and Nutrition Education: Type 2 Diabetes Mellitus,Handbook of Public Health Nutrition,,,,10.1007/978-3-031-32047-7_49-1,Barakatun-Nisak M. YusofRuzita Abdul TalibOsama Hamdy,2025,https://link.springer.com/rwe/10.1007/978-3-031-32047-7_49-1,Living reference work entry
AI’s Potential: Embracing AI in the Future of Healthcare,"Revolutionizing Healthcare: Impact of Artificial Intelligence on Diagnosis, Treatment, and Patient Care",,,,10.1007/978-3-031-80813-5_20,Vijay PrakashKirtan DuaCarl James DebonoLalit Garg,2025,https://link.springer.com/chapter/10.1007/978-3-031-80813-5_20,Chapter
"Creative Agency in Crisis: Ten Questions, Ten Answers","Crises, Creativity and Innovation",,,,10.1007/978-3-031-61782-9_5,Ronald A. Beghetto,2024,https://link.springer.com/chapter/10.1007/978-3-031-61782-9_5,Chapter
Identification of&#xa0;Fake News: A Semantic Driven Technique for&#xa0;Transfer Domain,Neural Information Processing,,,,10.1007/978-981-99-1645-0_47,Jannatul FerdushJoarder KamruzzamanGour KarmakarIqbal GondalRaj Das,2023,https://link.springer.com/chapter/10.1007/978-981-99-1645-0_47,Conference paper
Concept and Reality of Lifelong Learning,"Connected Learning: Origins, Opportunities, and Perspectives of Contemporary Educational Design",,,,10.1007/978-3-031-37813-3_6,Henning Schoenenberger,2024,https://link.springer.com/chapter/10.1007/978-3-031-37813-3_6,Chapter
Enhancing patient activation: a controlled implementation study of an interprofessional evidence-based counseling program for complementary and integrative healthcare in cancer patients (‘CCC-Integrativ’),Frontiers of Medicine,,,,10.1007/s11684-024-1097-z,Jan ValentiniDaniela FroehlichInka RoeselRegina StolzCornelia MahlerPeter MartusNadja KlafkeMarkus HorneberClaudia WitteKlaus KramerChristine GreilBarbara GruenKatrin Tomaschko-UbelaenderStefanie Joos,2024,https://link.springer.com/article/10.1007/s11684-024-1097-z,Article
"Nudging Techniques: Design, Theoretical Grounds, and Ethical View",Journal of the Knowledge Economy,,,,10.1007/s13132-024-02219-x,Rabab Ali AbumallohOsama HalabiRaian AliDena Al-Thani,2024,https://link.springer.com/article/10.1007/s13132-024-02219-x,Article
The Interplay of Psychology and Health: An Introduction to Health Psychology and the Promotion of Healthy Behavior Change,Applied Psychology in the Modern Era,,,,10.1007/978-3-031-79134-5_7,Miranda Phillips,2024,https://link.springer.com/chapter/10.1007/978-3-031-79134-5_7,Chapter
An Accurate Multiple Data Based Stock Prediction and Sentiment Analysis Using Synergic Deep Info Convolutional Neural Network,Computational Economics,,,,10.1007/s10614-025-10929-w,T. M. SanaraM. Umme Salma,2025,https://link.springer.com/article/10.1007/s10614-025-10929-w,Article
Methodological Steps Towards Ecological and Emotional Education and Research Fostering Multipotentiality,Emotional and Ecological Literacy for a More Sustainable Society,,,,10.1007/978-3-031-56772-8_3,Emily Margaret MurrayMargherita Paola PotoLaura Vita,2024,https://link.springer.com/chapter/10.1007/978-3-031-56772-8_3,Chapter
Future of Supply Chain Management,Supply Chain Management,,,,10.1007/978-3-031-52247-5_8,Christine Harland,2024,https://link.springer.com/chapter/10.1007/978-3-031-52247-5_8,Chapter
Use case cards: a use case reporting framework inspired by the European AI Act,Ethics and Information Technology,,,,10.1007/s10676-024-09757-7,Isabelle HupontDavid Fernández-LlorcaSandra BaldassarriEmilia Gómez,2024,https://link.springer.com/article/10.1007/s10676-024-09757-7,Article
Virtuous circles in the academy: insights from AIB’s ethical organizational culture,Journal of International Business Policy,,,,10.1057/s42214-024-00198-z,Lorraine Eden,2024,https://link.springer.com/article/10.1057/s42214-024-00198-z,Article
Does constructivism learning approach lead to developing creative thinking skills? <i>The mediating role of online collaborative learning environments</i>,Journal of Computers in Education,,,,10.1007/s40692-024-00321-2,S. Vijayakumar BharathiMandaar B. Pande,2024,https://link.springer.com/article/10.1007/s40692-024-00321-2,Article
Blockchain Technology Application Domains along the E-Commerce Value Chain—A Qualitative Content Analysis of News Articles,Applications of Blockchain Technology in E-Business Value Chains,,,,10.1007/978-3-658-48318-0_4,Josepha Witt,2025,https://link.springer.com/chapter/10.1007/978-3-658-48318-0_4,Chapter
Management as a design practice: a multi-case study on designing value co-creation mechanisms,Journal of Innovation and Entrepreneurship,,,,10.1186/s13731-025-00510-y,Xinya You,2025,https://link.springer.com/article/10.1186/s13731-025-00510-y,Article
Meeting Abstracts from the 5th National Big Data Health Science Conference,BMC Proceedings,,,,10.1186/s12919-024-00292-3,,2024,https://link.springer.com/article/10.1186/s12919-024-00292-3,Article
Abstracts for MASCC/ISOO Annual Meeting 2025,Supportive Care in Cancer,,,,10.1007/s00520-025-09559-7,,2025,https://link.springer.com/article/10.1007/s00520-025-09559-7,Article
Mapping Key Facts of Ghana’s Higher Education System,Higher Education in Sub-Saharan Africa in the 21st Century,,,,10.1007/978-981-99-3212-2_11,Patrick SwanzyFredua Kwasi-Agyeman,2023,https://link.springer.com/chapter/10.1007/978-981-99-3212-2_11,Chapter
How artificial intelligence will transform project management in the age of digitization: a systematic literature review,Management Review Quarterly,,,,10.1007/s11301-024-00418-z,Maria Elena NenniFabio De FeliceCristina De LucaAntonio Forcina,2024,https://link.springer.com/article/10.1007/s11301-024-00418-z,Article
Teaching Language Through Critical Thinking Strategies,Critical Thinking for Professional and Language Education,,,,10.1007/978-3-031-37951-2_3,K. Venkat ReddyG. Suvarna Lakshmi,2024,https://link.springer.com/chapter/10.1007/978-3-031-37951-2_3,Chapter
New Industrial Landscape: Implications for Industrial Policy and Japanese Industrial Development Cooperation,Introducing Foreign Models for Development,,,,10.1007/978-981-99-4238-1_10,Toru Homma,2024,https://link.springer.com/chapter/10.1007/978-981-99-4238-1_10,Chapter
Welcome to the Translation Machine! Translation Labour in Times of Techno-Triumphalism,Translation and Neoliberalism,,,,10.1007/978-3-031-73830-2_8,Stefan Baumgarten,2024,https://link.springer.com/chapter/10.1007/978-3-031-73830-2_8,Chapter
52nd ESCP Symposium on Clinical Pharmacy. Implementing and scaling sustainable clinical pharmacy practice,International Journal of Clinical Pharmacy,,,,10.1007/s11096-025-01891-6,,2025,https://link.springer.com/article/10.1007/s11096-025-01891-6,Article
"The American Society of Breast Surgeons Official Proceedings, Volume XXV 2024 Annual Meeting Scientific Session Abstracts",Annals of Surgical Oncology,,,,10.1245/s10434-024-15410-w,,2024,https://link.springer.com/article/10.1245/s10434-024-15410-w,Article
From Lecture Hall to Homeroom: Co-Designing an AI Elective with Middle School CS Teachers,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-024-00449-3,William GelderXueru YuDavid TouretzkyChristina Gardner-McCuneJudith Uchidiuno,2025,https://link.springer.com/article/10.1007/s40593-024-00449-3,Article
"Territories, Digitalization, and Maps—Algorithm of Space","Digital Geographies—Urbanisation, Economy, and Modelling",,,,10.1007/978-981-97-9278-8_1,Abdul Shaban,2024,https://link.springer.com/chapter/10.1007/978-981-97-9278-8_1,Chapter
17th International Congress of Behavioral Medicine,International Journal of Behavioral Medicine,,,,10.1007/s12529-023-10200-2,,2023,https://link.springer.com/article/10.1007/s12529-023-10200-2,Article
Proceedings of the 17<sup>th</sup> Annual Conference on the Science of Dissemination and Implementation in Health,Implementation Science,,,,10.1186/s13012-025-01433-8,,2025,https://link.springer.com/article/10.1186/s13012-025-01433-8,Article
A systematic review of object detection from images using deep learning,Multimedia Tools and Applications,,,,10.1007/s11042-023-15981-y,Jaskirat KaurWilliamjeet Singh,2023,https://link.springer.com/article/10.1007/s11042-023-15981-y,Article
The AI Ecosystem of Shanghai,The Use of Artificial Intelligence in the Public Sector in Shanghai,,,,10.1007/978-981-97-0597-9_4,Diego Todaro,2024,https://link.springer.com/chapter/10.1007/978-981-97-0597-9_4,Chapter
United States of America,International Handbook of Universities 2019,,,,10.1057/978-3-319-76971-4_190,,2019,https://link.springer.com/rwe/10.1057/978-3-319-76971-4_190,Reference work entry
Abstracts from the 6th International Scientific Conference on Exercise and Quality of Life,BMC Proceedings,,,,10.1186/s12919-024-00297-y,,2024,https://link.springer.com/article/10.1186/s12919-024-00297-y,Article
Abstracts for MASCC/AFSOS/ISOO Annual Meeting 2024,Supportive Care in Cancer,,,,10.1007/s00520-024-08541-z,,2024,https://link.springer.com/article/10.1007/s00520-024-08541-z,Article
"Lighting Control, Monitoring and Management",Lighting Technology,,,,10.1007/978-3-031-09940-3_4,Rainer KlingDirk SeifertArasch HonarbachtMichael Böhnel,2024,https://link.springer.com/chapter/10.1007/978-3-031-09940-3_4,Chapter
Subjects for Successful Careers,Management Careers Made in Germany,,,,10.1007/978-981-13-7135-6_4,Alexander P. HansenAnnette DollAjit Varma,2019,https://link.springer.com/chapter/10.1007/978-981-13-7135-6_4,Chapter
"World Congress on Osteoporosis, Osteoarthritis and Musculoskeletal Diseases (WCO-IOF-ESCEO 2024)",Aging Clinical and Experimental Research,,,,10.1007/s40520-024-02766-y,,2024,https://link.springer.com/article/10.1007/s40520-024-02766-y,Article
India,International Handbook of Universities 2019,,,,10.1057/978-3-319-76971-4_89,,2019,https://link.springer.com/rwe/10.1057/978-3-319-76971-4_89,Reference work entry
Abstracts of the 20th Congress of the European Geriatric Medicine Society,European Geriatric Medicine,,,,10.1007/s41999-024-01090-y,,2024,https://link.springer.com/article/10.1007/s41999-024-01090-y,Article
Abstracts of the 16th International E-Congress of the European Geriatric Medicine Society,European Geriatric Medicine,,,,10.1007/s41999-020-00428-6,,2020,https://link.springer.com/article/10.1007/s41999-020-00428-6,Article
International Conference on Prevention and Infection Control 2023,Antimicrobial Resistance & Infection Control,,,,10.1186/s13756-023-01276-2,,2023,https://link.springer.com/article/10.1186/s13756-023-01276-2,Article
Abstracts from the 2023 Annual Meeting of the Society of General Internal Medicine,Journal of General Internal Medicine,,,,10.1007/s11606-023-08226-z,,2023,https://link.springer.com/article/10.1007/s11606-023-08226-z,Article
Contexts of Co-creation: Designing with System Stakeholders,Systemic Design,,,,10.1007/978-4-431-55639-8_1,Peter Jones,2018,https://link.springer.com/chapter/10.1007/978-4-431-55639-8_1,Chapter
The Grants Register,The Grants Register 2017,,,,10.1007/978-1-349-70229-9_1,Ruth Lefevre,2016,https://link.springer.com/rwe/10.1007/978-1-349-70229-9_1,Reference work entry
The Grants Register,The Grants Register 2016,,,,10.1007/978-1-349-68305-5_1,,2015,https://link.springer.com/chapter/10.1007/978-1-349-68305-5_1,Chapter
Subject and Eligibility Guide to Awards,The Grants Register 2017,,,,10.1007/978-1-349-70229-9_2,Ruth Lefevre,2016,https://link.springer.com/rwe/10.1007/978-1-349-70229-9_2,Reference work entry
Subject and Eligibility Guide to Awards,The Grants Register 2016,,,,10.1007/978-1-349-68305-5_2,,2015,https://link.springer.com/chapter/10.1007/978-1-349-68305-5_2,Chapter
Globalization Practices in Asia Pacific Universities,The Dynamics of Higher Education Development in East Asia,,,,10.1057/9781137347374_9,Molly N. N. Lee,2013,https://link.springer.com/chapter/10.1057/9781137347374_9,Chapter
Disaster Education in Bangladesh: Opportunities and Challenges,Disaster Risk Reduction Approaches in Bangladesh,,,,10.1007/978-4-431-54252-0_14,Umma HabibaMd. Anwarul AbedinRajib Shaw,2013,https://link.springer.com/chapter/10.1007/978-4-431-54252-0_14,Chapter
Building the Evidence Base for Chronic Disease Self-management Support Interventions Across Canada,Canadian Journal of Public Health,,,,10.1007/BF03405639,Sharon JohnstonClare LiddyKarina MillHannah Irving,2012,https://link.springer.com/article/10.1007/BF03405639,Article
Abstracts,Annals of Behavioral Medicine,,,,10.1007/s12160-015-9766-4,,2016,https://link.springer.com/article/10.1007/s12160-015-9766-4,Article
Abstracts,Annals of Behavioral Medicine,,,,10.1007/s12160-015-9688-1,,2015,https://link.springer.com/article/10.1007/s12160-015-9688-1,Article
Self-management Support: A New Approach Still Anchored in an Old Model of Health Care,Canadian Journal of Public Health,,,,10.1007/BF03404881,Sharon E. JohnstonClare E. LiddySarah M. Ives,2011,https://link.springer.com/article/10.1007/BF03404881,Article
Milestones in the History and Worldwide Evolution of Action Learning,Action Learning,,,,10.1057/9780230250734_6,Yury BoshykAlbert E. BarkerRobert L. Dilworth,2010,https://link.springer.com/chapter/10.1057/9780230250734_6,Chapter
Abstracts from the 31st Annual Meeting of the Society of General Internal Medicine,Journal of General Internal Medicine,,,,10.1007/s11606-008-0556-6,,2008,https://link.springer.com/article/10.1007/s11606-008-0556-6,Article
Internet-mediated distance-learning education in China as an alternative to traditional paradigms of market entry,"Knowledge, Technology & Policy",,,,10.1007/s12130-004-1007-2,Jonatan JelenIlan Alon,2004,https://link.springer.com/article/10.1007/s12130-004-1007-2,Article
Organizational Responses to Institutional Pressures,Inside the “Knowledge Factory”,,,,10.1007/978-3-322-81180-6_8,Heinke Röbken,2004,https://link.springer.com/chapter/10.1007/978-3-322-81180-6_8,Chapter
"Borderless Higher Education: Challenges to Regulation, Accreditation and Intellectual Property Rights",Minerva,,,,10.1023/A:1010322318781,Dennis J. Farrington,2001,https://link.springer.com/article/10.1023/A:1010322318781,Article
Low Cost Multi-Media for Distance Learning,Educational Innovation in Economics and Business III,,,,10.1007/978-94-017-1388-7_19,Paul R. Gamble,1998,https://link.springer.com/chapter/10.1007/978-94-017-1388-7_19,Chapter
The Grants Register,The Grants Register,,,,10.1007/978-1-349-14700-7_1,Sara Hackwood,1999,https://link.springer.com/chapter/10.1007/978-1-349-14700-7_1,Chapter
Subject and Eligibility Guide to Awards,The Grants Register,,,,10.1007/978-1-349-14700-7_2,Sara Hackwood,1999,https://link.springer.com/chapter/10.1007/978-1-349-14700-7_2,Chapter
The Grants Register,The Grants Register® 1999,,,,10.1007/978-1-349-26493-3_2,Ruth Austin,1998,https://link.springer.com/chapter/10.1007/978-1-349-26493-3_2,Chapter
The Grants Register,The Grants Register® 1998,,,,10.1007/978-1-349-13887-6_2,Ruth Austin,1997,https://link.springer.com/chapter/10.1007/978-1-349-13887-6_2,Chapter
The Grants Register,The Grants Register 1997,,,,10.1007/978-1-349-24785-1_2,Ruth Austin,1996,https://link.springer.com/chapter/10.1007/978-1-349-24785-1_2,Chapter
Effects of gender and other factors on rank of law professors in colleges of business: Evidence of a glass ceiling,Journal of Business Ethics,,,,10.1007/BF00881309,Bruce D. FisherSteve MotowidloSteve Werner,1993,https://link.springer.com/article/10.1007/BF00881309,Article
Company Profiles,The Corporate Directory of U.S. Public Companies,,,,10.1007/978-1-349-13574-5_1,Robert M. Walsh,1994,https://link.springer.com/chapter/10.1007/978-1-349-13574-5_1,Chapter
C,The Grants Register 1991–1993,,,,10.1007/978-1-349-10529-8_3,Lisa Williams,1990,https://link.springer.com/chapter/10.1007/978-1-349-10529-8_3,Chapter
United Kingdom of Great Britain and Northern Ireland,The Statesman’s Year-Book,,,,10.1057/9780230271104_165,John Paxton,1981,https://link.springer.com/chapter/10.1057/9780230271104_165,Chapter
United Kingdom of Great Britain and Northern Ireland,The Statesman’s Year-Book,,,,10.1057/9780230271098_167,John Paxton,1980,https://link.springer.com/chapter/10.1057/9780230271098_167,Chapter
