Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
Investigating Cybersecurity Risks and the Responses of Home Workers in Aotearoa New Zealand,"Patterson, Lisa and Welch, Ian and Ng, Bryan and Chard, Sue",Proceedings of the 35th Australian Computer-Human Interaction Conference,2024,"The Covid-19 pandemic led to users worldwide increasingly working remotely, usually from their homes. Home workers are exposed to increased cybersecurity risks. We conducted semi structured interviews with a sample of everyday home workers in Aotearoa New Zealand (NZ) to explore how this group understands and reacts to cybersecurity risks. Findings show that there are many cybersecurity risks that these home workers are unaware of, or only partially aware of. Where these home workers have some awareness, we map their responses to four key risk-response strategies. We investigate the reasons behind this behaviour, and make suggestions to address these risks. It is imperative that risks to the home worker in Aotearoa NZ are identified and understood, so that appropriate mitigations can be designed, and interventions recommended. This paper highlights the cybersecurity risks to home workers from a New Zealand perspective, which has not been widely explored in academic literature.",10.1145/3638380.3638385,https://doi.org/10.1145/3638380.3638385
SETN '24: Proceedings of the 13th Hellenic Conference on Artificial Intelligence,,,2024,,,
VaMoS '24: Proceedings of the 18th International Working Conference on Variability Modelling of Software-Intensive Systems,,,2024,,,
Where's the Data? Finding and Reusing Datasets in Computing Education,"Kiesler, Natalie and Impagliazzo, John and Biernacka, Katarzyna and Kapoor, Amanpreet and Kazmi, Zain and Ramagoni, Sujeeth Goud and Sane, Aamod and Tran, Keith and Taneja, Shubbhi and Wu, Zihan",Working Group Reports on 2023 ACM Conference on Global Computing Education,2024,"Computing education research (CER) is a rapidly advancing discipline, offering vast potential for data-driven, secondary research or replication studies. Although gathering and analyzing data for research seem straightforward, making research data publicly available to the community remains a challenge. Likewise, finding and reusing high-quality, prominent, and well-documented research data proves to be a daunting task. In this working group paper, the authors present their search for available datasets in the CER context (e.g., in databases and repositories). The available datasets are further analyzed using a newly developed metadata scheme and presented to the community as a resource. The second component of this work is a summary of the community's perspective and concerns on publishing their research data, which has been gathered through a survey among 52 computing education researchers. Based on this status quo, this report presents recommendations for measures and future steps for the community to become more accessible and establish open data practices. We thus emphasize the potential of making research data available to enhance productivity, transparency, and reproducibility in the CER community.",10.1145/3598579.3689378,https://doi.org/10.1145/3598579.3689378
ICEDS '24: Proceedings of the 2024 5th International Conference on Education Development and Studies,,,2024,,,
The Explanation That Hits Home: The Characteristics of Verbal Explanations That Affect Human Perception in Subjective Decision-Making,"Ferguson, Sharon and Aoyagui, Paula Akemi and Rizvi, Rimsha and Kim, Young-Ho and Kuzminykh, Anastasia",Proc. ACM Hum.-Comput. Interact.,2024,"Human-AI collaborative decision-making can achieve better outcomes than either party individually. The success of this collaboration can depend on whether the human decision-maker perceives the AI contribution as beneficial to the decision-making process. Beneficial AI explanations are often described as relevant, convincing, and trustworthy. Yet, we know little about the characteristics of explanations that result in these perceptions. Focusing on collaborative subjective decision-making, using the context of subtle sexism, where explanations can surface new interpretations, we conducted a user study (N=20) to explore the structural and content characteristics that affect perceptions of human and AI-generated verbal (text and audio) explanations. We find four groups of characteristics (Tone, Grammatical Elements, Argumentative Sophistication and Relation to User), and that the effect of these characteristics on the perception of explanations for subtle sexism depends on the perceived author. Thus, we also identify which explanation characteristics participants use to identify the author of an explanation. Demonstrating the relationship between these characteristics and explanation perceptions, we present a categorized set of characteristics that system builders can leverage to produce the appropriate perception of an explanation for various sensitive contexts. We also highlight human perception biases and associated issues resulting from these perceptions.",10.1145/3687056,https://doi.org/10.1145/3687056
PCI '23: Proceedings of the 27th Pan-Hellenic Conference on Progress in Computing and Informatics,,,2023,,,
NordiCHI '24: Proceedings of the 13th Nordic Conference on Human-Computer Interaction,,,2024,,,
"ARES '24: Proceedings of the 19th International Conference on Availability, Reliability and Security",,,2024,,,
GoodIT '23: Proceedings of the 2023 ACM Conference on Information Technology for Social Good,,,2023,,,
"TEI '25: Proceedings of the Nineteenth International Conference on Tangible, Embedded, and Embodied Interaction",,,2025,,,
ECSEE '23: Proceedings of the 5th European Conference on Software Engineering Education,,,2023,,,
EICC '24: Proceedings of the 2024 European Interdisciplinary Cybersecurity Conference,,,2024,,,
CCS '24: Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,,,2024,"It is with great enthusiasm that we, on behalf of the Organizing Committee, invite you to join us for the 31st ACM SIGSAC Conference on Computer and Communications Security (CCS), a premier security and privacy conference where researchers, practitioners, and educators come together to present, learn, and debate research, innovation, and trends in the field of Computer and Communications Security and Privacy.This year, we are proud to introduce our conference theme to be",,
Detecting Misuse of Security APIs: A Systematic Review,"Mosavi, Seyedehzahra and Islam, Chadni and Babar, Muhammad Ali and Abuadbba, Sharif and Moore, Kristen",ACM Comput. Surv.,2025,"Security Application Programming Interfaces (APIs) are crucial for ensuring software security. However, their misuse introduces vulnerabilities, potentially leading to severe data breaches and substantial financial loss. Complex API design, inadequate documentation, and insufficient security training often lead to unintentional misuse by developers. The software security community has devised and evaluated several approaches to detecting security API misuse to help developers and organizations. This study rigorously reviews the literature on detecting misuse of security APIs to gain a comprehensive understanding of this critical domain. Our goal is to identify and analyze security API misuses, the detection approaches developed, and the evaluation methodologies employed along with the open research avenues to advance the state-of-the-art in this area. Employing the systematic literature review (SLR) methodology, we analyzed 69 research papers. Our review has yielded (a) identification of 6 security API types; (b) classification of 30 distinct misuses; (c) categorization of detection techniques into heuristic-based and ML-based approaches; and (d) identification of 10 performance measures and 9 evaluation benchmarks. The review reveals a lack of coverage of detection approaches in several areas. We recommend that future efforts focus on aligning security API development with developers’ needs and advancing standardized evaluation methods for detection technologies.",10.1145/3735968,https://doi.org/10.1145/3735968
"NISS '24: Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security",,,2024,,,
"SC-W '24: Proceedings of the SC '24 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis",,,2024,,,
IDC '24: Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,,,2024,,,
It's Trying Too Hard To Look Real: Deepfake Moderation Mistakes and Identity-Based Bias,"Mink, Jaron and Wei, Miranda and Munyendo, Collins W. and Hugenberg, Kurt and Kohno, Tadayoshi and Redmiles, Elissa M. and Wang, Gang",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,2024,"Online platforms employ manual human moderation to distinguish human-created social media profiles from deepfake-generated ones. Biased misclassification of real profiles as artificial can harm general users as well as specific identity groups; however, no work has yet systematically investigated such mistakes and biases. We conducted a user study (n=695) that investigates how 1) the identity of the profile, 2) whether the moderator shares that identity, and 3) components of a profile shown affect the perceived artificiality of the profile. We find statistically significant biases in people’s moderation of LinkedIn profiles based on all three factors. Further, upon examining how moderators make decisions, we find they rely on mental models of AI and attackers, as well as typicality expectations (how they think the world works). The latter includes reliance on race/gender stereotypes. Based on our findings, we synthesize recommendations for the design of moderation interfaces, moderation teams, and security training.",10.1145/3613904.3641999,https://doi.org/10.1145/3613904.3641999
"ARES '23: Proceedings of the 18th International Conference on Availability, Reliability and Security",,,2023,,,
SIGUCCS '24: Proceedings of the 2024 ACM SIGUCCS Annual Conference,,,2024,,,
SBSI '24: Proceedings of the 20th Brazilian Symposium on Information Systems,,,2024,,,
PEARC '24: Practice and Experience in Advanced Research Computing 2024: Human Powered Computing,,,2024,,,
ICCNS '23: Proceedings of the 2023 13th International Conference on Communication and Network Security,,,2023,,,
Multi-Institutional Multi-National Studies of Parsons Problems,"Ericson, Barbara J. and Pearce, Janice L. and Rodger, Susan H. and Csizmadia, Andrew and Garcia, Rita and Gutierrez, Francisco J. and Liaskos, Konstantinos and Padiyath, Aadarsh and Scott, Michael James and Smith, David H. and Warriem, Jayakrishnan M. and Zavaleta Bernuy, Angela",Proceedings of the 2023 Working Group Reports on Innovation and Technology in Computer Science Education,2023,"Students are often asked to learn programming by writing code from scratch. However, many novices struggle to write code and get frustrated when their code does not work. Parsons problems can reduce the difficulty of a coding problem by providing mixed-up blocks the learner rearranges into the correct order. These mixed-up blocks can include distractor blocks that are not needed in a correct solution. Distractor blocks can include common errors, which may help students learn to recognize and fix such errors. Evidence suggests students find Parsons problems engaging, useful for learning to program, and typically easier and faster to solve than writing code from scratch, but with equivalent learning gains. Most research on Parsons problems prior to this work has been conducted at a single institution. This work addresses the need for replication across multiple contexts.A 2022 ITiCSE Parsons Problems Working Group conducted an extensive literature review of Parsons problems, designed several experimental studies for Parsons problems in Python, and created 'study-in-a-box' materials to help instructors run the experimental studies, but the 2022 working group had only sufficient time to pilot two of these studies.Our 2023 ITiCSE Parsons Problems Working Group reviewed these studies, revised some of the studies, expanded both the programming and natural languages used in some of the studies, created new studies, conducted think-aloud observations on some of the studies, and ran both revised as well as new experimental studies. The think-aloud observations and experimental studies provide evidence for using Parsons problems to help students learn common algorithms such as swap, and the usefulness of distractors in helping students learn to recognize, fix, and avoid common errors. In addition, our 2023 ITiCSE Parsons Problems Working Group reviewed Parsons problem papers published after the 2022 literature review and provided a literature review of multi-national (MIMN) studies conducted in computer science education to better understand the motivations and challenges in performing such MIMN studies.In summary, this article contributes an analysis of recent Parsons problem research papers, an itemization of considerations for MIMN studies, the results from our MIMN studies of Parsons problems, and a discussion of recent and future directions for MIMN studies of Parsons problems and more generally.",10.1145/3623762.3633498,https://doi.org/10.1145/3623762.3633498
NSPW '23: Proceedings of the 2023 New Security Paradigms Workshop,,,2023,,,
CHIGREECE '23: Proceedings of the 2nd International Conference of the ACM Greek SIGCHI Chapter,,,2023,,,
Vulnerably (Mis)Configured? Exploring 10 Years of Developers' Q&amp;As on Stack Overflow,"May, Richard and Biermann, Christian and Zerweck, Xenia Marlene and Ludwig, Kai and Kr\",Proceedings of the 18th International Working Conference on Variability Modelling of Software-Intensive Systems,2024,"The increasing number of attacks exploiting system vulnerabilities in recent years underpins the growing importance of security; especially for software comprising configuration options that may cause unintended vulnerabilities. So, not surprisingly, developers discuss secure software configurations extensively, for instance, via community-question-answering systems like Stack Overflow. In this exploratory study, we analyzed 651 Stack Overflow posts from 2013 until 2022 to investigate what vulnerabilities in the context of configuring software developers discuss. We employed a manual data analysis and automated topic modeling using Latent Dirichlet Allocation to identify and classify relevant topics and contexts. Our results show that vulnerabilities in the context of configuring receive more and more interest, with most posts discussing issues related to faulty security configurations and dependencies causing vulnerabilities that could be or have actually been exploited. Overall, we contribute insights into configuration and security issues that developers experience in the real world. Such insights help researchers and practitioners understand and resolve these issues, thereby guiding future improvements.",10.1145/3634713.3634729,https://doi.org/10.1145/3634713.3634729
Skipping the Security Side Quests: A Qualitative Study on Security Practices and Challenges in Game Development,"Klostermeyer, Philip and Klivan, Sabrina and H\",Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,2024,"The video game market is one of the biggest for software products. Video game development has progressed in the last decades to complex and multifaceted endeavors. Games-as-a-Service significantly impacted distribution and gameplay, requiring providers and developers to consider factors beyond game functionality, including security and privacy. New security challenges emerged, including authentication, payment security, and user data or asset protection. However, the security community lacks in-depth insights into the security experiences, challenges, and practices of modern video game development. This paper aims to address this gap in research and highlights the criticality of considering security in the process.Therefore, we conducted 20 qualitative, semi-structured interviews with various roles of professional and skilled video game development experts, investigating awareness, priorities, knowledge, and practices regarding security in the industry through their first-hand experiences. We find that stakeholders are aware of the urgency of security and related issues. However, they often face obstacles, including a lack of money, time, and knowledge, which force them to put security issues lower in priority. We conclude our work by recommending how the game industry can incorporate security into its development processes while balancing other resources and priorities and illustrating ideas for future research.",10.1145/3658644.3690190,https://doi.org/10.1145/3658644.3690190
CHI EA '23: Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,,,2023,,,
IDC '23: Proceedings of the 22nd Annual ACM Interaction Design and Children Conference,,,2023,,,
WiPSCE '24: Proceedings of the 19th WiPSCE Conference on Primary and Secondary Computing Education Research,,,2024,,,
ICIEAI '23: Proceedings of the 2023 International Conference on Information Education and Artificial Intelligence,,,2023,,,
EICC '23: Proceedings of the 2023 European Interdisciplinary Cybersecurity Conference,,,2023,,,
"ICEME '24: Proceedings of the 2024 15th International Conference on E-business, Management and Economics",,,2024,,,
"IPMLP '24: Proceedings of the International Conference on Image Processing, Machine Learning and Pattern Recognition",,,2024,,,
ICFNDS '23: Proceedings of the 7th International Conference on Future Networks and Distributed Systems,,,2023,,,
"MobiHoc '23: Proceedings of the Twenty-fourth International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",,,2023,ACM MobiHoc is a premier international annual conference with a highly selective single-track technical program dedicated to addressing the challenges emerging from networked systems that must operate in the face of dynamics.,,
NSPW '22: Proceedings of the 2022 New Security Paradigms Workshop,,,2022,,,
WSSE '22: Proceedings of the 4th World Symposium on Software Engineering,,,2022,,,
EuroUSEC '24: Proceedings of the 2024 European Symposium on Usable Security,,,2024,,,
"AISNS '23: Proceedings of the 2023 International Conference on Artificial Intelligence, Systems and Network Security",,,2023,,,
OzCHI '23: Proceedings of the 35th Australian Computer-Human Interaction Conference,,,2023,,,
AIBDF '23: Proceedings of the 2023 3rd Guangdong-Hong Kong-Macao Greater Bay Area Artificial Intelligence and Big Data Forum,,,2023,,,
"ARES '22: Proceedings of the 17th International Conference on Availability, Reliability and Security",,,2022,,,
"ICBAR '23: Proceedings of the 2023 3rd International Conference on Big Data, Artificial Intelligence and Risk Management",,,2023,,,
"RAID '24: Proceedings of the 27th International Symposium on Research in Attacks, Intrusions and Defenses",,,2024,,,
EuroUSEC '23: Proceedings of the 2023 European Symposium on Usable Security,,,2023,,,
dg.o '23: Proceedings of the 24th Annual International Conference on Digital Government Research,,,2023,,,
ASE '22: Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,,,2022,,,
ESEC/FSE 2022: Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,2022,"On behalf of all members of the organizing committee, we are delighted to welcome everyone to the ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering (ESEC/FSE) 2022. The event continues the long, distinguished ESEC/FSE tradition of presenting the most innovative research, and facilitating interactions between scientists and engineers who are passionate about advancing the theory and practice of software engineering.",,
CSAI '23: Proceedings of the 2023 7th International Conference on Computer Science and Artificial Intelligence,,,2023,,,
RecSys '22: Proceedings of the 16th ACM Conference on Recommender Systems,,,2022,,,
ICITEE '22: Proceedings of the 5th International Conference on Information Technologies and Electrical Engineering,,,2022,,,
CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,,,2023,,,
CEEeGov '23: Proceedings of the Central and Eastern European eDem and eGov Days 2023,,,2023,,,
SAC '23: Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,,,2023,,,
ICSE-SEET '23: Proceedings of the 45th International Conference on Software Engineering: Software Engineering Education and Training,,,2023,,,
CODASPY '24: Proceedings of the Fourteenth ACM Conference on Data and Application Security and Privacy,,,2024,"It is our great pleasure to welcome you to the fourteenth edition of the ACM Conference on Data and Application Security and Privacy (CODASPY 2024), for the first time held outside United States of America. This conference series has been founded to foster novel and exciting research in the data and application security and privacy arena and to help generate new directions for further research and development. The initial concept was established by the two co-founders, Elisa Bertino and Ravi Sandhu, and sharpened by subsequent discussions with several fellow data security and privacy researchers. Their enthusiastic encouragement persuaded the co-founders to move ahead with the always daunting task of creating a high-quality conference. CODASPY has become a leading forum for presentation of research results and experience reports on hardware and software security. The conference gives researchers and practitioners a unique opportunity to share their perspectives with others interested in the various aspects of data and applications security and privacy.",,
PCI '22: Proceedings of the 26th Pan-Hellenic Conference on Informatics,,,2022,,,
Koli Calling '22: Proceedings of the 22nd Koli Calling International Conference on Computing Education Research,,,2022,,,
