Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Towards high-quality informatics K-12 education in Europe: key insights from the literature,Smart Learning Environments,,,,10.1186/s40561-025-00366-5,Demetrios SampsonPanagiotis KampylisJesús Moreno-LeónStefania Bocconi,2025,https://link.springer.com/article/10.1186/s40561-025-00366-5,Article
"AI Literacy and&#xa0;Integration Practices Among Digital Education Teachers: A Survey Study of&#xa0;Knowledge, Attitudes, and&#xa0;Professional Development Needs",Learning and Collaboration Technologies,,,,10.1007/978-3-031-93567-1_10,Wolfgang RobinigHarald BurgsteinerGerald Steinbauer-Wagner,2025,https://link.springer.com/chapter/10.1007/978-3-031-93567-1_10,Conference paper
Inappropriate Benefits and Identification of ChatGPT Misuse in Programming Tests: A Controlled Experiment,"Towards a Hybrid, Flexible and Socially Engaged Higher Education",,,,10.1007/978-3-031-51979-6_54,Hapnes TobaOscar KarnalimMeliana Christianti JohanTerutoshi TadaYenni Merlin DjajalaksanaTristan Vivaldy,2024,https://link.springer.com/chapter/10.1007/978-3-031-51979-6_54,Conference paper
ChatGPT Acceptance and Use Among Software Developers in the Philippines: A Structural Equation Modeling Approach Based on Extended UTAUT,Multi-disciplinary Trends in Artificial Intelligence,,,,10.1007/978-981-96-0692-4_15,Gerand Boy O. ElinzanoMichelle Renee Ching,2025,https://link.springer.com/chapter/10.1007/978-981-96-0692-4_15,Conference paper
Conversations with a Purpose: The Impact of ChatGPT Among Higher Education Students,European Higher Education Area 2030: Bridging Realities for Tomorrow’s Higher Education,,,,10.1007/978-3-031-75140-0_29,Enrique Planells-ArtigotSantiago Moll-LopezAdolfo Nuñez-Perez,2024,https://link.springer.com/chapter/10.1007/978-3-031-75140-0_29,Conference paper
Beyond digital literacy: The era of AI-powered assistants and evolving user skills,Education and Information Technologies,,,,10.1007/s10639-024-12694-z,Lior Naamati-SchneiderDorit Alt,2024,https://link.springer.com/article/10.1007/s10639-024-12694-z,Article
Conducting Final Programming Exams with&#xa0;Auto-Grading and&#xa0;Code Evaluation Tools,International Joint Conferences,,,,10.1007/978-3-031-75016-8_25,José Luis SubiratsGabriel Luque-PoloRafael M. Luque-Baena,2024,https://link.springer.com/chapter/10.1007/978-3-031-75016-8_25,Conference paper
PapagAI: Automated Feedback for&#xa0;Reflective Essays,KI 2023: Advances in Artificial Intelligence,,,,10.1007/978-3-031-42608-7_16,Veronika SolopovaEiad RostomFritz CremerAdrian GruszczynskiSascha WitteChengming ZhangFernando Ramos LópezLea PlößlFlorian HofmannRalf RomeikeMichaela Gläser-ZikudaChristoph BenzmüllerTim Landgraf,2023,https://link.springer.com/chapter/10.1007/978-3-031-42608-7_16,Conference paper
On the Use of ChatGPT to Support Requirements Engineering Teaching and Learning Process,Proceedings of the 18th Latin American Conference on Learning Technologies (LACLO 2023),,,,10.1007/978-981-99-7353-8_25,Juan Pablo CarvalloLenin Erazo-Garzón,2023,https://link.springer.com/chapter/10.1007/978-981-99-7353-8_25,Conference paper
Exploring medical students’ intention to use of ChatGPT from a programming course: a grounded theory study in China,BMC Medical Education,,,,10.1186/s12909-025-06807-6,Chen WangChangqi XiaoXuejiao ZhangYingying ZhuXueqing ChenYilin LiHuiying Qi,2025,https://link.springer.com/article/10.1186/s12909-025-06807-6,Article
Computer Games for Entertainment and Education: A Literature Review and Exploration on Artificial Intelligence Integration,Artificial Intelligence—Based Games as Novel Holistic Educational Environments to Teach 21st Century Skills,,,,10.1007/978-3-031-77464-5_2,Spyros PapadimitriouMaria Virvou,2025,https://link.springer.com/chapter/10.1007/978-3-031-77464-5_2,Chapter
The Research on Key Technologies for Intelligent Education Based on LLM,Biologically Inspired Cognitive Architectures 2023,,,,10.1007/978-3-031-50381-8_34,Jiaqi FuTiejun PanLeina ZhengZichu Xue,2024,https://link.springer.com/chapter/10.1007/978-3-031-50381-8_34,Conference paper
Empowering the Faculty of Education Students: Applying AI’s Potential for Motivating and Enhancing Learning,Innovative Higher Education,,,,10.1007/s10755-024-09747-z,Amr M. MohamedTahany S. ShaabanSameh H. BakryFrancisco D. Guillén-GámezArtur Strzelecki,2024,https://link.springer.com/article/10.1007/s10755-024-09747-z,Article
"The impact of AI-assisted pair programming on student motivation, programming anxiety, collaborative learning, and programming performance: a comparative study with traditional pair programming and individual approaches",International Journal of STEM Education,,,,10.1186/s40594-025-00537-3,Guangrui FanDandan LiuRui ZhangLihu Pan,2025,https://link.springer.com/article/10.1186/s40594-025-00537-3,Article
Toward Guiding Students: Exploring Effective Approaches for Utilizing AI Tools in Programming Courses,Generative AI for Effective Software Development,,,,10.1007/978-3-031-55642-5_16,Mika SaariPetri RantanenMikko NurminenTerhi KilamoKari SystäPekka Abrahamsson,2024,https://link.springer.com/chapter/10.1007/978-3-031-55642-5_16,Chapter
"AI in Education - Mapping Theoretical Frameworks for Digital Literacy: DigComp 2.2, AI Literacy Competency Framework, AI Literacy TPACK, the Machine Learning Education Framework, the UNESCO AI Competency Framework for and Teachers and Other Innovative Approaches","New Media Pedagogy: Research Trends, Methodological Challenges, and Successful Implementations",,,,10.1007/978-3-031-95627-0_12,Łukasz Tomczyk,2025,https://link.springer.com/chapter/10.1007/978-3-031-95627-0_12,Conference paper
"Automatic Program Assessment, Grading and&#xa0;Code Generation: Possible AI-Support in&#xa0;a&#xa0;Software Development Course",Artificial Intelligence and Soft Computing,,,,10.1007/978-3-031-81596-6_4,Uwe M. BorghoffMark MinasKim Mönch,2025,https://link.springer.com/chapter/10.1007/978-3-031-81596-6_4,Conference paper
Integrating unplugged and plugged activities for holistic AI education: An embodied constructionist pedagogical approach,Education and Information Technologies,,,,10.1007/s10639-024-13043-w,Yun Dai,2024,https://link.springer.com/article/10.1007/s10639-024-13043-w,Article
Overcoming barriers and ethical challenges in implementing intelligent tutoring systems in Ghanaian higher education,Discover Education,,,,10.1007/s44217-025-00593-5,Moses Kumi AsamoahJessica Amarteifio,2025,https://link.springer.com/article/10.1007/s44217-025-00593-5,Article
GPTutor: A ChatGPT-Powered Programming Tool for Code Explanation,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium and Blue Sky",,,,10.1007/978-3-031-36336-8_50,Eason ChenRay HuangHan-Shin ChenYuen-Hsien TsengLiang-Yi Li,2023,https://link.springer.com/chapter/10.1007/978-3-031-36336-8_50,Conference paper
A Personalized Teaching Assistant Platform Driven by Large Language Models of Artificial Intelligence,Computer Science and Educational Informatization,,,,10.1007/978-981-96-3738-6_14,Fei GuoJunwen DuanXiaoqing PengCheng Liang,2025,https://link.springer.com/chapter/10.1007/978-981-96-3738-6_14,Conference paper
Open Data im Spiegel der wissenschaftlichen Literatur&#xa0;– Eine quantitative Literaturanalyse von 2005–2024,HMD Praxis der Wirtschaftsinformatik,,,,10.1365/s40702-025-01195-3,Frank BensbergAndreas Jede,2025,https://link.springer.com/article/10.1365/s40702-025-01195-3,Article
A Multi-Aspect Visualization Framework for Advancing STEM Pedagogy and SDG4: Digital India's Computer Science OLabs,SN Computer Science,,,,10.1007/s42979-025-03735-6,J. SwaminathanK. R. KavithaB. SibinRaghu RamanPrema Nedungadi,2025,https://link.springer.com/article/10.1007/s42979-025-03735-6,Article
Similarities of Human and AI Assistance in Programming Plagiarism: Student Perspective,Futureproofing Engineering Education for Global Responsibility,,,,10.1007/978-3-031-83520-9_14,Oscar Karnalim,2025,https://link.springer.com/chapter/10.1007/978-3-031-83520-9_14,Conference paper
RECE: A Family of&#xa0;Explainable Rubrics for&#xa0;Autograding Refute Problems,Computing Education Research,,,,10.1007/978-3-031-84391-4_7,Viraj Kumar,2025,https://link.springer.com/chapter/10.1007/978-3-031-84391-4_7,Conference paper
How Does UML Look and&#xa0;Sound? Using AI to&#xa0;Interpret UML Diagrams Through Multimodal Evidence,Advances in Conceptual Modeling,,,,10.1007/978-3-031-75599-6_14,Aleksandar GavricDominik BorkHenderik A. Proper,2025,https://link.springer.com/chapter/10.1007/978-3-031-75599-6_14,Conference paper
Building an Enhanced Publication Ecosystem for Statistical Innovation,Statistics in Biosciences,,,,10.1007/s12561-024-09422-z,Hongkai Ji,2024,https://link.springer.com/article/10.1007/s12561-024-09422-z,Article
Workshop on&#xa0;Automatic Evaluation of&#xa0;Learning and&#xa0;Assessment Content,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium and Blue Sky",,,,10.1007/978-3-031-64312-5_60,Luca BenedettoShiva TaslimipoorAndrew CainesDiana Galvan-SosaGeorge DueñasAnastassia LoukinaTorsten Zesch,2024,https://link.springer.com/chapter/10.1007/978-3-031-64312-5_60,Conference paper
Critique Needs Community: On a Humanities Approach to a Civics of Technology,Postdigital Science and Education,,,,10.1007/s42438-023-00448-y,Marie K. HeathDaniel G. KrutkaJuliane JarkeFelicitas Macgilchrist,2024,https://link.springer.com/article/10.1007/s42438-023-00448-y,Article
Profiling the skill mastery of introductory programming students: A cognitive diagnostic modeling approach,Education and Information Technologies,,,,10.1007/s10639-024-13039-6,Manuel B. Garcia,2024,https://link.springer.com/article/10.1007/s10639-024-13039-6,Article
What Is AI-PACK? – Outline of&#xa0;AI Competencies for&#xa0;Teaching with&#xa0;DPACK,Informatics in Schools. Beyond Bits and Bytes: Nurturing Informatics Intelligence in Education,,,,10.1007/978-3-031-44900-0_2,Uwe LorenzRalf Romeike,2023,https://link.springer.com/chapter/10.1007/978-3-031-44900-0_2,Conference paper
Cracking the Code: Understanding Source Code Plagiarism to Enable Learning,Software Engineering Methods Design and Application,,,,10.1007/978-3-031-70285-3_23,Imelda SmitLinda du Plessis,2024,https://link.springer.com/chapter/10.1007/978-3-031-70285-3_23,Conference paper
Aufbau des Conversational Interface,Das Archiv lebendiger Dokumente,,,,10.1007/978-3-662-71113-2_7,André Heck,2025,https://link.springer.com/chapter/10.1007/978-3-662-71113-2_7,Chapter
The Future of Professional Engineering Education,Prospects for Professional Engineering Education in the Asia-Pacific Region,,,,10.1007/978-981-96-3197-1_9,Peter Edward Doe,2025,https://link.springer.com/chapter/10.1007/978-981-96-3197-1_9,Chapter
No Digital Citizens Without Digital Humanism,Introduction to Digital Humanism,,,,10.1007/978-3-031-45304-5_7,Enrico Nardelli,2024,https://link.springer.com/chapter/10.1007/978-3-031-45304-5_7,Chapter
Developing configurations and solutions for logical puzzles with UML and OCL,Software and Systems Modeling,,,,10.1007/s10270-025-01272-7,Martin GogollaJesús Sánchez Cuadrado,2025,https://link.springer.com/article/10.1007/s10270-025-01272-7,Article
The Recent Trends of Research on GitHub Copilot: A Systematic Review,Computing and Informatics,,,,10.1007/978-981-99-9589-9_27,Zhamri Che AniZauridah Abdul HamidNur Nazifa Zhamri,2024,https://link.springer.com/chapter/10.1007/978-981-99-9589-9_27,Conference paper
ChatGPT and Its Societal Impact: Understanding Artificial Intelligence Adoption in Modern Learning Environments Through Integrated Models,Technology for Societal Transformation,,,,10.1007/978-981-96-1721-0_2,Nora Azima NoordinPervez AkhtarPuteri Nor Ellyza NohuddinAhmad Faisal Hayek,2025,https://link.springer.com/chapter/10.1007/978-981-96-1721-0_2,Chapter
Results of Guided Expert Interviews,Modeling Programming Competency,,,,10.1007/978-3-031-47148-3_9,Natalie Kiesler,2024,https://link.springer.com/chapter/10.1007/978-3-031-47148-3_9,Chapter
Using Conversational AI to&#xa0;Foster AI Literacy in&#xa0;Secondary Education,Higher Education Learning Methodologies and Technologies Online,,,,10.1007/978-3-031-67351-1_28,Gaetano Francesco AnastasiPaolo MusmarraGennaro Di Gregorio,2024,https://link.springer.com/chapter/10.1007/978-3-031-67351-1_28,Conference paper
Grading Documentation with&#xa0;Machine Learning,Artificial Intelligence in Education,,,,10.1007/978-3-031-64302-6_8,Marcus MesserMiaojing ShiNeil C. C. BrownMichael Kölling,2024,https://link.springer.com/chapter/10.1007/978-3-031-64302-6_8,Conference paper
Fuzzy Logic++: Towards Developing Fuzzy Education Curricula Using ACM/IEEE/AAAI CS2023,Fuzzy Information Processing 2023,,,,10.1007/978-3-031-46778-3_17,Christian ServinBrett A. BeckerEric EatonAmruth Kumar,2023,https://link.springer.com/chapter/10.1007/978-3-031-46778-3_17,Conference paper
An empirical study of manual abstraction between class diagrams and code of open-source systems,Software and Systems Modeling,,,,10.1007/s10270-025-01289-y,Wenli ZhangWeixing ZhangDaniel StrüberRegina Hebig,2025,https://link.springer.com/article/10.1007/s10270-025-01289-y,Article
Teaching Strategies for Programming in Massive University Settings,Computer Science – CACIC 2023,,,,10.1007/978-3-031-62245-8_23,Gladys DapozoCristina GreinerRaquel PetrisAna María CompanyMaría Cecilia Espíndola,2024,https://link.springer.com/chapter/10.1007/978-3-031-62245-8_23,Conference paper
Google in 2023,The Google Model,,,,10.1007/978-3-031-66812-8_4,Annika Steiber,2024,https://link.springer.com/chapter/10.1007/978-3-031-66812-8_4,Chapter
Who Pilots the&#xa0;Copilots?,Artificial Intelligence in Education,,,,10.1007/978-3-031-64299-9_42,Francesco BalzanMonique MunariniLorenzo Angeli,2024,https://link.springer.com/chapter/10.1007/978-3-031-64299-9_42,Conference paper
Impact of AI-agent-supported collaborative learning on the learning outcomes of University programming courses,Education and Information Technologies,,,,10.1007/s10639-025-13487-8,Haoming WangChengliang WangZhan ChenFa LiuChunjia BaoXianlong Xu,2025,https://link.springer.com/article/10.1007/s10639-025-13487-8,Article
Around the World in Modeling Times,Importance of Role Modeling in Educational Settings,,,,10.1007/978-3-031-38103-4_5,Syeda Shagufta Quadri,2024,https://link.springer.com/chapter/10.1007/978-3-031-38103-4_5,Chapter
Evaluating UK academics’ perspectives of ethics education within computer science degree programmes: a preliminary insight,International Journal of Ethics Education,,,,10.1007/s40889-024-00205-0,Karen O’Shea,2024,https://link.springer.com/article/10.1007/s40889-024-00205-0,Article
Guest Editorial Special Issue: “Emerging Trends in Advanced Computing and Next-Generation Technologies”,Programming and Computer Software,,,,10.1134/S0361768824700610,,2024,https://link.springer.com/article/10.1134/S0361768824700610,Article
Feasibility Study on&#xa0;Leveraging Proof Assistants for&#xa0;Educational Purposes,Proceedings of the Fourth International Conference on Innovations in Computing Research (ICR’25),,,,10.1007/978-3-031-95652-2_29,Fernand DublerUlrich Ultes-NitscheDorian Guyot,2025,https://link.springer.com/chapter/10.1007/978-3-031-95652-2_29,Conference paper
"Special section on uncertainty, modeling, CPSs and AI: honoring Prof. Antonio Vallecillo",Software and Systems Modeling,,,,10.1007/s10270-025-01285-2,Javier TroyaAlfonso Pierantonio,2025,https://link.springer.com/article/10.1007/s10270-025-01285-2,Article
Enhancing K12 Education with Intelligent and Assistive Robots: Exploring Student Learning Experience,Universal Access in Human-Computer Interaction,,,,10.1007/978-3-031-93851-1_10,Maryam BigonahSasikiran Reddy NallapareddyAparana PantVennela AkulaNayanika Reddy RajoliSanjaya PoudelDaniela Marghitu,2025,https://link.springer.com/chapter/10.1007/978-3-031-93851-1_10,Conference paper
Investigating the capabilities of two-stage clustering algorithms in automatically discovering categories of questions using Bloom’s taxonomy,Iran Journal of Computer Science,,,,10.1007/s42044-025-00255-7,Rupam Bhattacharyya,2025,https://link.springer.com/article/10.1007/s42044-025-00255-7,Article
The Emergence and Progression of AI in Comparative and International Education,The Technological-Industrial Complex and Education,,,,10.1007/978-3-031-60469-0_3,Sydney Marie Simone CurtisVictoria DesimoniMax Crumley-EffingerFlorin D. Salajantavis d. jules,2024,https://link.springer.com/chapter/10.1007/978-3-031-60469-0_3,Chapter
Blueprint for Integrating Artificial Intelligence in Educational Programming Environments Without Disrupting Pedagogical Coherence,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-96239-4_26,Spyridon NikolaidisIoannis Refanidis,2025,https://link.springer.com/chapter/10.1007/978-3-031-96239-4_26,Conference paper
Artificial intelligence literacy education&#xa0;in primary schools: a review,International Journal of Technology and Design Education,,,,10.1007/s10798-025-09979-w,Iris Heung Yue YimJiahong Su,2025,https://link.springer.com/article/10.1007/s10798-025-09979-w,Article
A Model Towards Enabling Tutors to Fulfil a Role in Attenuating Source Code Plagiarism,ICT Education,,,,10.1007/978-3-031-82478-4_2,Imelda Smit,2025,https://link.springer.com/chapter/10.1007/978-3-031-82478-4_2,Conference paper
On the Predictors of Computational Thinking and Its Relationship with Artificial Intelligence,Artificial Intelligence for Supporting Human Cognition and Exploratory Learning in the Digital Age,,,,10.1007/978-3-031-66462-5_10,Josef Guggemos,2024,https://link.springer.com/chapter/10.1007/978-3-031-66462-5_10,Chapter
Synthesizing Definitions of Digital Literacy for the Web 3.0,TechTrends,,,,10.1007/s11528-024-01015-3,Jeffrey A. GreeneHelen Crompton,2024,https://link.springer.com/article/10.1007/s11528-024-01015-3,Article
Bridging computational thinking research and practice of pre-service and in-service teachers,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04895-9,Hasnaa ChaabiAbdellah AzmaniJuan Manuel Dodero,2025,https://link.springer.com/article/10.1057/s41599-025-04895-9,Article
Evidence of Learning in the Presence of AI Tools in Computer Science Higher Education,Agents and Multi-agent Systems: Technologies and Applications 2024,,,,10.1007/978-981-97-6469-3_28,Rabab MaroufIouri KotorovYuliya KrasylnykovaHamna Aslam,2025,https://link.springer.com/chapter/10.1007/978-981-97-6469-3_28,Conference paper
"Question, Explore, Discover (QED): A New Paradigm for Learning in the AI Era",General Aspects of Applying Generative AI in Higher Education,,,,10.1007/978-3-031-65691-0_12,Robertas DamaševišiusLigita Zailskaitė-Jakštė,2024,https://link.springer.com/chapter/10.1007/978-3-031-65691-0_12,Chapter
Survey of&#xa0;AI Tool Usage in&#xa0;Programming Course: Early Observations,Agile Processes in Software Engineering and Extreme Programming – Workshops,,,,10.1007/978-3-031-48550-3_18,Mika SaariPetri RantanenMikko NurminenTerhi KilamoKari SystäPekka Abrahamsson,2024,https://link.springer.com/chapter/10.1007/978-3-031-48550-3_18,Conference paper
Leveraging OpenAI API for Developing a Monopoly Game-Inspired Educational Tool Fostering Collaborative Learning and Self-efficacy,Innovative Technologies and Learning,,,,10.1007/978-3-031-65884-6_26,Chun-Yi LuIhao Chen,2024,https://link.springer.com/chapter/10.1007/978-3-031-65884-6_26,Conference paper
Review of comprehensive approaches for encouraging innovation and inclusion in ETC education to foster women’s engagement,Discover Education,,,,10.1007/s44217-025-00539-x,Asegul Hulus,2025,https://link.springer.com/article/10.1007/s44217-025-00539-x,Article
Special Issue on on Use of Large Language Models in Education,,,,,fchebabhhj,,2023,https://link.springer.com/collections/fchebabhhj,Collection
"Constructions of Teaching Materials, Curriculums, and the Teaching System Cross-Region for “Solving Problems by Programming”",Computing and Combinatorics,,,,10.1007/978-981-96-1195-9_4,Yonghui WuJuan Zhou,2025,https://link.springer.com/chapter/10.1007/978-981-96-1195-9_4,Conference paper
Detecting AI assisted submissions in introductory programming via code anomaly,Education and Information Technologies,,,,10.1007/s10639-024-12520-6,Oscar KarnalimHapnes TobaMeliana Christianti Johan,2024,https://link.springer.com/article/10.1007/s10639-024-12520-6,Article
Empowering Learner-Centered Instruction: Integrating ChatGPT Python API and Tinker Learning for Enhanced Creativity and Problem-Solving Skills,Innovative Technologies and Learning,,,,10.1007/978-3-031-40113-8_52,Yun-Cheng Tsai,2023,https://link.springer.com/chapter/10.1007/978-3-031-40113-8_52,Conference paper
Humanities and&#xa0;AI: Ethical Education in&#xa0;Technology Careers,Intelligent Systems,,,,10.1007/978-3-031-79032-4_6,Laura Simões CamargoEnio Alterman BlayGabriela Soares Schmidt,2025,https://link.springer.com/chapter/10.1007/978-3-031-79032-4_6,Conference paper
"A meta systematic review of artificial intelligence in higher education: a call for increased ethics, collaboration, and rigour",International Journal of Educational Technology in Higher Education,,,,10.1186/s41239-023-00436-z,Melissa BondHassan KhosraviMaarten De LaatNina BergdahlVioleta NegreaEmily OxleyPhuong PhamSin Wang ChongGeorge Siemens,2024,https://link.springer.com/article/10.1186/s41239-023-00436-z,Article
Perspectives on AI literacy in Middle School Classrooms: An Integrative Review,Postdigital Science and Education,,,,10.1007/s42438-025-00560-1,Katarina SperlingLinnéa StenlidenLinda MannilaJonas HallströmCharlotta NordlöfFredrik Heintz,2025,https://link.springer.com/article/10.1007/s42438-025-00560-1,Article
Artificial intelligence in educational leadership: a comprehensive taxonomy and future directions,International Journal of Educational Technology in Higher Education,,,,10.1186/s41239-025-00517-1,Martin Sposato,2025,https://link.springer.com/article/10.1186/s41239-025-00517-1,Article
A Bibliometric and&#xa0;Thematic Analysis of&#xa0;Systematic Reviews of&#xa0;Artificial Intelligence in&#xa0;Education,Advances in Information and Communication Technology,,,,10.1007/978-3-031-50818-9_37,Nguyen-The VinhTrung-Nghia PhungDo-Dinh Cuong,2024,https://link.springer.com/chapter/10.1007/978-3-031-50818-9_37,Conference paper
GOAT: a novel global-local optimized graph transformer framework for predicting student performance in collaborative learning,Scientific Reports,,,,10.1038/s41598-025-93052-y,Tianhao PengQiang YueYu LiangJian RenJie LuoHaitao YuanWenjun Wu,2025,https://link.springer.com/article/10.1038/s41598-025-93052-y,Article
Lessons from Resource-Aware Machine Learning for Healthcare: An Interview with Katharina Morik,KI - Künstliche Intelligenz,,,,10.1007/s13218-024-00839-8,Tanya BraunRalf Möller,2024,https://link.springer.com/article/10.1007/s13218-024-00839-8,Article
The Challenges of Learning Assessment in the Age of Artificial Intelligence,Good Practices and New Perspectives in Information Systems and Technologies,,,,10.1007/978-3-031-60224-5_3,Bruno F. GonçalvesMaria Raquel PatrícioAmália Comiche,2024,https://link.springer.com/chapter/10.1007/978-3-031-60224-5_3,Conference paper
"Student Proficiency: A Review of Comprehension, Skills, and Influence of Machine Learning",Intelligent Data Engineering and Analytics,,,,10.1007/978-981-96-0139-4_13,Jesus C. SalongaJohn Angelo C. RuizNathaniel S. RoñoCereneo S. SantiagoJocelyn L. Reyes,2025,https://link.springer.com/chapter/10.1007/978-981-96-0139-4_13,Conference paper
Natural language processing in educational research: The evolution of research topics,Education and Information Technologies,,,,10.1007/s10639-024-12764-2,Hao WuShan LiYing GaoJinta WengGuozhu Ding,2024,https://link.springer.com/article/10.1007/s10639-024-12764-2,Article
Intelligent AI Driven for Digital Citizenship and Eco-Literacy to Unravelling Social Systems in Environmental Education for Sustainable Learning,Explainable AI for Education: Recent Trends and Challenges,,,,10.1007/978-3-031-72410-7_4,Ahmad Al YakinAli Said Al MatariLuís CardosoMuthmainnah MuthmainnahAco NasirAhmed J. ObaidAhmed A. Elngar,2024,https://link.springer.com/chapter/10.1007/978-3-031-72410-7_4,Chapter
Explaining to&#xa0;a&#xa0;Computer: Enhancing Student Assessment with&#xa0;Programming and&#xa0;Simulating Execution,"Intelligent Computers, Algorithms, and Applications",,,,10.1007/978-981-96-6310-1_9,Yu DuZhenying LiZhiwei Xu,2025,https://link.springer.com/chapter/10.1007/978-981-96-6310-1_9,Conference paper
Redefining computational thinking: A holistic framework and its implications for K-12 education,Education and Information Technologies,,,,10.1007/s10639-024-13297-4,Belén PalopIrene DíazLuis J. Rodríguez-MuñizJuan José Santaengracia,2025,https://link.springer.com/article/10.1007/s10639-024-13297-4,Article
Commonsense for AI: an interventional approach to explainability and personalization,AI & SOCIETY,,,,10.1007/s00146-024-02107-7,Fariborz Farahmand,2024,https://link.springer.com/article/10.1007/s00146-024-02107-7,Article
Gamification and Immersive Learning with AI,Fortifying the Future,,,,10.1007/978-3-031-81780-9_3,Shaila RanaRhonda Chicone,2025,https://link.springer.com/chapter/10.1007/978-3-031-81780-9_3,Chapter
"A Multifaceted, Flexible Methodology to Expand Computer Science Access","Towards a Hybrid, Flexible and Socially Engaged Higher Education",,,,10.1007/978-3-031-53022-7_27,Kiron SharmaLaila KhreisatNeelu Sinha,2024,https://link.springer.com/chapter/10.1007/978-3-031-53022-7_27,Conference paper
A framework for designing software engineering project-based learning experiences based on the 4&#xa0;C/ID model,Education and Information Technologies,,,,10.1007/s10639-024-12882-x,Nikola LuburićJelena SlivkaLuka DorićSimona ProkićAleksandar Kovačević,2024,https://link.springer.com/article/10.1007/s10639-024-12882-x,Article
Unleashing the Problem-Solving Potential of Next-Generation Data Scientists,Innovative Practices in Teaching Information Sciences and Technology,,,,10.1007/978-3-031-61290-9_8,Lizhen ZhuJames Z. Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-61290-9_8,Chapter
Enhancing and Analyzing Log Generation for Collaborative Problem-Solving Activities: Video Analysis and&#xa0;OCR&#xa0; Techniques,Computing Education Research,,,,10.1007/978-3-031-84391-4_11,Suprabha JadhavParth JainHarjot Singh RaithKavi AryaSridhar Iyer,2025,https://link.springer.com/chapter/10.1007/978-3-031-84391-4_11,Conference paper
Epistemic Insights as Design Principles for a Teaching-Learning Module on Artificial Intelligence,Science & Education,,,,10.1007/s11191-024-00504-4,Eleonora BarelliMichael LodiLaura BranchettiOlivia Levrini,2024,https://link.springer.com/article/10.1007/s11191-024-00504-4,Article
Professional Development for&#xa0;Teachers in&#xa0;Artificial Intelligence and&#xa0;Data Literacy,Digitally Transformed Education: Are We There Yet?,,,,10.1007/978-3-031-88744-4_2,Viktoriya OlariTill ZoppkeMartin RegerEvgenia SamoilovaMartin KandlhoferValentina DagienėUlrike LuckeRalf Romeike,2025,https://link.springer.com/chapter/10.1007/978-3-031-88744-4_2,Conference paper
Artificial intelligence versus human teacher assistants and language learners’ progress in learning and retention of complex sentences,Current Psychology,,,,10.1007/s12144-025-07488-6,Mei-lan Yang,2025,https://link.springer.com/article/10.1007/s12144-025-07488-6,Article
Integrating Ethics and Career Futures with Technical Learning to Promote AI Literacy for Middle School Students: An Exploratory Study,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-022-00293-3,Helen ZhangIrene LeeSafinah AliDaniella DiPaolaYihong ChengCynthia Breazeal,2022,https://link.springer.com/article/10.1007/s40593-022-00293-3,Article
People Make Mistakes – A Survey of Common Causes of Software Defects,Computer Science and Education in Computer Science,,,,10.1007/978-3-031-44668-9_9,Alex Elentukh,2023,https://link.springer.com/chapter/10.1007/978-3-031-44668-9_9,Conference paper
Deep Learning for Educational Data Science,Trust and Inclusion in AI-Mediated Education,,,,10.1007/978-3-031-64487-0_6,Juan D. PintoLuc Paquette,2024,https://link.springer.com/chapter/10.1007/978-3-031-64487-0_6,Chapter
In Defence of Ethics and the Law in AI Governance: The Case of Computer Vision,"Artificial Intelligence, Social Harms and Human Rights",,,,10.1007/978-3-031-19149-7_5,Aleš Završnik,2023,https://link.springer.com/chapter/10.1007/978-3-031-19149-7_5,Chapter
Interactive Telegram Bot as&#xa0;a&#xa0;Support Tool for&#xa0;Teaching in&#xa0;Higher Education,International Joint Conferences,,,,10.1007/978-3-031-75016-8_33,Juan Luis Suárez-DíazNuria Rodríguez-BarrosoGuillermo Gómez-Trenado,2024,https://link.springer.com/chapter/10.1007/978-3-031-75016-8_33,Conference paper
The research we don’t need will persist until we dismantle the systems that sustain it,Journal of Computing in Higher Education,,,,10.1007/s12528-025-09446-4,Matthew SchmidtJason K. McDonaldStephanie Moore,2025,https://link.springer.com/article/10.1007/s12528-025-09446-4,Article
Fellowship in Imaging Informatics,A Radiologist’s Path,,,,10.1007/978-3-031-86882-5_14,Tessa S. Cook,2025,https://link.springer.com/chapter/10.1007/978-3-031-86882-5_14,Chapter
"Computer Science, Artificial Intelligence (AI), and Machine Learning in STEM/STEAM Education",Integrative STEM and STEAM Education for Real-Life Learning,,,,10.1007/978-3-031-69824-8_9,David J. Shernoff,2024,https://link.springer.com/chapter/10.1007/978-3-031-69824-8_9,Chapter
