Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
Exploring the Responses of Large Language Models to Beginner Programmers’ Help Requests,"Hellas, Arto and Leinonen, Juho and Sarsa, Sami and Koutcheme, Charles and Kujanp\",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,2023,"Background and Context: Over the past year, large language models (LLMs) have taken the world by storm. In computing education, like in other walks of life, many opportunities and threats have emerged as a consequence. Objectives: In this article, we explore such opportunities and threats in a specific area: responding to student programmers’ help requests. More specifically, we assess how good LLMs are at identifying issues in problematic code that students request help on. Method: We collected a sample of help requests and code from an online programming course. We then prompted two different LLMs (OpenAI Codex and GPT-3.5) to identify and explain the issues in the students’ code and assessed the LLM-generated answers both quantitatively and qualitatively. Findings: GPT-3.5 outperforms Codex in most respects. Both LLMs frequently find at least one actual issue in each student program (GPT-3.5 in 90% of the cases). Neither LLM excels at finding all the issues (GPT-3.5 finding them 57% of the time). False positives are common (40% chance for GPT-3.5). The advice that the LLMs provide on the issues is often sensible. The LLMs perform better on issues involving program logic rather than on output formatting. Model solutions are frequently provided even when the LLM is prompted not to. LLM responses to prompts in a non-English language are only slightly worse than responses to English prompts. Implications: Our results continue to highlight the utility of LLMs in programming education. At the same time, the results highlight the unreliability of LLMs: LLMs make some of the same mistakes that students do, perhaps especially when formatting output as required by automated assessment systems. Our study informs teachers interested in using LLMs as well as future efforts to customize LLMs for the needs of programming education.",10.1145/3568813.3600139,https://doi.org/10.1145/3568813.3600139
Asking ChatGPT for Pattern Recommendations: EuroPLoP 2024 Focus Group Report,,"Proceedings of the 29th European Conference on Pattern Languages of Programs, People, and Practices",2024,"This report summarizes a focus group held at EuroPLoP 2024 on using ChatGPT as a recommender for design patterns. Apart from the organizers, 11 participants from academia and industry took part in the focus group. In this focus group, we discussed the results of two experiments exploring how well ChatGPT gives recommendations on using patterns from the GoF collection when a situation is described which suggests the application of such a pattern. It was found that the responses are promising in many cases, but their quality depends on a good choice of prompts. The quality of the responses was comparable for prompts in English, German, and Russian, but a little lower for Arabic and absolutely useless in Kyrgyz. Based on our observations, some recommendations are given for selecting suitable prompts when communicating with the chatbot.",10.1145/3698322.3698361,https://doi.org/10.1145/3698322.3698361
ChatGPT in the Classroom: An Analysis of Its Strengths and Weaknesses for Solving Undergraduate Computer Science Questions,"Joshi, Ishika and Budhiraja, Ritvik and Dev, Harshal and Kadia, Jahnvi and Ataullah, Mohammad Osama and Mitra, Sayan and Akolekar, Harshal D. and Kumar, Dhruv",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"This research paper aims to analyze the strengths and weaknesses associated with the utilization of ChatGPT as an educational tool in the context of undergraduate computer science education. ChatGPT's usage in tasks such as solving assignments and exams has the potential to undermine students' learning outcomes and compromise academic integrity. This study adopts a quantitative approach to demonstrate the notable unreliability of ChatGPT in providing accurate answers to a wide range of questions within the field of undergraduate computer science. While the majority of existing research has concentrated on assessing the performance of Large Language Models in handling programming assignments, our study adopts a more comprehensive approach. Specifically, we evaluate various types of questions such as true/false, multi-choice, multi-select, short answer, long answer, design-based, and coding-related questions. Our evaluation highlights the potential consequences of students excessively relying on ChatGPT for the completion of assignments and exams, including self-sabotage. We conclude with a discussion on how can students and instructors constructively use ChatGPT and related tools to enhance the quality of instruction and the overall student experience.",10.1145/3626252.3630803,https://doi.org/10.1145/3626252.3630803
The Future of the Error Message: Comparing Large Language Models and Novice Programmer Effectiveness in Fixing Errors,"Howard-Sarin, Brij",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,2024,"Research on enhancing error message presentation is of great interest to teachers and developers alike because improving Integrated Development Environments (IDEs) increases early student retention and efficiency at all levels with more effective developing tools. This study aims to compare GPT-4 and novice programmer accuracy in fixing errors to assess the viability of Large Language Models as an error message enhancement tool. First, a random sample of 100,000 sessions from all users of BlueJ 5, an IDE for novice programmers, was analyzed to determine the time it took programmers to resolve coding errors. Subsequently, for each of the five most common errors, GPT-4 was given 20 randomly-selected snippets of code from Blackbox mini, a curated subset of Blackbox with source code attached, and prompted to explain and fix the errors. This study replicated prior research that proposed a Zipf-Mandelbrot Distribution of error message frequency; the five most common errors comprised 45% of all error messages. In comparing GPT-4 and novices, it was found that humans fix code at higher rates, but GPT-4 provided completely correct explanations for error messages 96% of the time. This study concludes that GPT-4 functions best as a tool to explain error messages in an interactive format, rather than as a tool to produce correct code on its own. In conclusion, GPT-4 would be best utilized to enhance the classroom experience as a chat assistant to reduce time spent on syntactical errors, leading to improved productivity and better novice retention.",10.1145/3626253.3635404,https://doi.org/10.1145/3626253.3635404
Using Large Language Models to Develop Requirements Elicitation Skills,,Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 2,2025,Requirements Elicitation (RE) is a crucial software engineering skill that involves interviewing a client and then devising a software design based on the interview results. We propose conditioning a large language model to play the role of the client during a chat-based interview. We evaluate our approach in a study (n=120) using both a qualitative survey and quantitative observations about participants' work. Our positive findings suggest a new way to practice critical RE skills in a scalable and realistic manner without the overhead of arranging live interviews.,10.1145/3724389.3730772,https://doi.org/10.1145/3724389.3730772
On the Opportunities of Large Language Models for Programming Process Data,"Edwards, John and Hellas, Arto and Leinonen, Juho",Proceedings of the 27th Australasian Computing Education Conference,2025,"Computing educators and researchers have long used programming process data to understand how students construct programs and address challenges. Despite its potential, fully automated feedback systems remain underexplored. The emergence of Large Language Models (LLMs) offers new opportunities for analyzing programming data and providing formative feedback. This study explores using LLMs to summarize programming processes and deliver formative feedback. A case study analyzed keystroke-level data from an introductory programming course, processed into code snapshots. Three state-of-the-art LLMs – Claude 3 Opus, GPT-4 Turbo, and LLaMa2 70B Chat – were evaluated for their feedback capabilities. Results show LLMs effectively provide tailored feedback, emphasizing incremental development, algorithmic planning, and code readability. Our findings highlight the potential of combining keystroke data with LLMs to automate formative feedback, showing that the computing education research and practice community is again one step closer to automating formative programming process feedback.",10.1145/3716640.3716652,https://doi.org/10.1145/3716640.3716652
Enhancing Accessibility in Software Engineering Projects with Large Language Models (LLMs),"Aljedaani, Wajdi and Eler, Marcelo Medeiros and Parthasarathy, P D",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Digital accessibility ensures that digital products and services are usable by a diverse range of users, regardless of their physical or cognitive abilities. While numerous standards and guidelines have been established to aid developers in creating accessible content, studies reveal a persistent lack of accessibility in many web and mobile applications. This gap is often attributed to barriers such as lack of awareness, insufficient knowledge, absence of specific requirements, time constraints, and lack of executive support. In this context, we aim to address the lack of awareness and knowledge challenges by proposing a hands-on approach that leverages the capabilities of Large Language Models (LLMs) like ChatGPT to enhance students' accessibility awareness, knowledge, and practical skills. We engaged software engineering students in tasks involving website development and accessibility evaluation using checker tools, and we utilized ChatGPT 3.5 to fix identified accessibility issues. Our findings suggest that practical assignments significantly enhance learning outcomes, as interactions with LLMs allow students to develop a deeper understanding of accessibility concepts. This approach not only reinforces theoretical knowledge but also highlights the real-world impact of their work. The results indicate that combining practical assignments with AI-driven support effectively improves students' proficiency in web accessibility.",10.1145/3641554.3701841,https://doi.org/10.1145/3641554.3701841
Quack the Code: A Computer Game Show Offers Learning Through Teaching AI in Undergraduate Software Engineering,"Kelly, Kathleen Marie and Wu, Bo and Liebe, Christine",Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 1,2025,"Gamification is a popular pedagogical approach in computer science education, and advances in large language models (LLMs) enable dynamic and engaging learning experiences, including competition driven by artificial intelligence (AI). This study introduces Quack the Code, a game-show-themed learning tool where students teach an LLM-powered ''debug duck'' while competing in an AI-hosted game. AI was used to generate personalized avatars, usernames, questions, host responses, and interactions with game elements. Offered to undergraduate computer science students (N=25) over a 16-week semester, the game was used repeatedly, mainly near quiz and exam periods. Most of the students (87%) preferred non-competitive play and focused on Java Basics, the default topic. The students were divided when choosing the type of question, with 45% requesting the default option of code debugging exercises and 47% requesting multiple choice questions. The students also changed the difficulty of the question from the default setting (44%) to the most difficult setting (37%). Focus groups highlighted positive reactions to competition, AI interactivity, and customization, but noted challenges with unclear instructions and user interfaces. The results suggest that LLM-powered gamification can enhance engagement and learning, with future improvements focused on usability and curriculum integration to increase participation and impact.",10.1145/3724363.3729096,https://doi.org/10.1145/3724363.3729096
61A Bot Report: AI Assistants in CS1 Save Students Homework Time and Reduce Demands on Staff. (Now What?),"Zamfirescu-Pereira, J.D. and Qi, Laryn and Hartmann, Bj\",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"LLM-based chatbots enable students to get immediate, interactive help on homework assignments, but even a thoughtfully-designed bot may not serve all pedagogical goals. We report here on the development and deployment of a GPT-4-based interactive homework assistant (",10.1145/3641554.3701864,https://doi.org/10.1145/3641554.3701864
Exploring ChatGPT as a Qualitative Research Assistant,,Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,2025,"In many CS educational research studies, students are surveyed to understand their reactions to a particular pedagogical approach or tool. These surveys, as well as other types of evaluations, often invite students to provide open-ended feedback about their experiences. However, analyzing these comments can prove to be a challenge, especially to CS educators who may not have strong expertise in qualitative research methods. In addition, in a large study, evaluating all of the provided comments can consume a significant amount of researcher time. In this work, we undertook two separate conversations with ChatGPT in which we prompted it to perform qualitative analysis of a set of comments collected in an earlier study. This allowed us to begin to judge how effectively a modern large language model can serve as an assistant in qualitative analysis. We found that with the prompts we used, ChatGPT can reliably build a set of reasonable labels (codes) for a set of comments, but the application of its labels to specific comments may or may not be effective and human researchers still need to use care and their own understanding in interpreting its output.",10.1145/3641555.3705180,https://doi.org/10.1145/3641555.3705180
Programming Is Hard - Or at Least It Used to Be: Educational Opportunities and Challenges of AI Code Generation,"Becker, Brett A. and Denny, Paul and Finnie-Ansley, James and Luxton-Reilly, Andrew and Prather, James and Santos, Eddie Antonio",Proceedings of the 54th ACM Technical Symposium on Computer Science Education V. 1,2023,"The introductory programming sequence has been the focus of much research in computing education. The recent advent of several viable and freely-available AI-driven code generation tools present several immediate opportunities and challenges in this domain. In this position paper we argue that the community needs to act quickly in deciding what possible opportunities can and should be leveraged and how, while also working on overcoming otherwise mitigating the possible challenges. Assuming that the effectiveness and proliferation of these tools will continue to progress rapidly, without quick, deliberate, and concerted efforts, educators will lose advantage in helping shape what opportunities come to be, and what challenges will endure. With this paper we aim to seed this discussion within the computing education community.",10.1145/3545945.3569759,https://doi.org/10.1145/3545945.3569759
Analysis of Students’ Problem-Solving Behavior when Using Copilot for Open-Ended Programming Projects,"Akram, Bita and Magooda, Ahmed",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 2,2023,,10.1145/3568812.3603487,https://doi.org/10.1145/3568812.3603487
Evaluating LLM-generated Worked Examples in an Introductory Programming Course,"Jury, Breanna and Lorusso, Angela and Leinonen, Juho and Denny, Paul and Luxton-Reilly, Andrew",Proceedings of the 26th Australasian Computing Education Conference,2024,"Worked examples, which illustrate the process for solving a problem step-by-step, are a well-established pedagogical technique that has been widely studied in computing classrooms. However, creating high-quality worked examples is very time-intensive for educators, and thus learners tend not to have access to a broad range of such examples. The recent emergence of powerful large language models (LLMs), which appear capable of generating high-quality human-like content, may offer a solution. Separate strands of recent work have shown that LLMs can accurately generate code suitable for a novice audience, and that they can generate high-quality explanations of code. Therefore, LLMs may be well suited to creating a broad range of worked examples, overcoming the bottleneck of manual effort that is currently required. In this work, we present a novel tool, ‘WorkedGen’, which uses an LLM to generate interactive worked examples. We evaluate this tool with both an expert assessment of the content, and a user study involving students in a first-year Python programming course (n = ~400). We find that prompt chaining and one-shot learning are useful strategies for optimising the output of an LLM when producing worked examples. Our expert analysis suggests that LLMs generate clear explanations, and our classroom deployment revealed that students find the LLM-generated worked examples useful for their learning. We propose several avenues for future work, including investigating WorkedGen’s value in a range of programming languages, and with more complex questions suitable for more advanced courses.",10.1145/3636243.3636252,https://doi.org/10.1145/3636243.3636252
"Agile Ethics: A Low Stakes, Skills-based Framework for Teaching CS Ethics","Brooks, Alexi",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,2024,"Computer Science educators widely agree that ethics is a vital and underdeveloped part of the CS curriculum. Attempts to increase ethics content within undergraduate CS programs have faced challenges integrating material into the current coursework. I present an ethical framework applicable to the core Computer Science activities of programming and software development, with potential for extension into other CS subfields. The application of this framework to a specific educational intervention is reserved for future work. In this paper, I focus on the framework itself and its theoretical justification. By shifting emphasis from hard ethical quandaries and advanced CS products to mundane challenges faced by a front line software developer, this framework may allow instructors to more easily and effectively integrate ethics material into introductory CS coursework. While instructors may continue to apply prepared scenarios, the framework de-emphasizes those in favor of scaffolding student coding practices that maximize the frequency of practice with ethical skills.The Agile Ethics framework provides a structure which students and educators can use to think about (1) when during a project ethical reasoning is needed, (2) what questions need to be asked at that time, and (3) how to apply Computer Science skills and knowledge to answer each question. Frequent, low intensity instances of ethical reasoning under this framework reinforce the integration of ethics as a habitual part of the software development process.",10.1145/3649217.3653539,https://doi.org/10.1145/3649217.3653539
"Code Metrics, Rules of Thumb for Introductory CS","Garcia, Yuan and Ngo, Jenny and Lin, Florence Rui",Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 2,2024,"In response to the recent surge in easily accessible generative AI, Harvey Mudd College has integrated AI-assisted coding into the introductory Computer Science course. In this context, a question arises: How do we measure the quality of students' code when AI-generated code is present?Allowing generative AI to write coding assignments comes with the expectation of improved efficiency and accuracy. While generative AI is a useful tool, it merely supplements fundamental computing skills. This technological step towards being fully syntax-free allows for emphasis on the already important skill of developing problem-solving and critical thinking skills in more abstract contexts. In past years, metrics were designed to measure quantitative aspects of code, but these metrics alone are insufficient when evaluating how code written with the assistance of AI will perform in broader applications. When students submit code written with the assistance of generative AI, they are still expected to meet standards given by past metrics, such as Correctness and Complexity. To establish foundational computing skills, students will also be held to new standards and evaluated by new metrics such as Individuality and Ambition.While the model does give objective measures of the metrics, due to the fast-evolving nature of programming, predefined rules-of-thumb for these metrics are not provided. As users of our system, we recognize that evaluating the measurements will require our judgment, which will evolve over time. This work offers the foundation for that evolution.",10.1145/3649409.3691093,https://doi.org/10.1145/3649409.3691093
Enhancing University Curricula with Integrated AI Ethics Education: A Comprehensive Approach,"Deb, Debzani and Taylor, Greg and Betz, Scott and Maddux, Bao Anh T. and Ebert, C. Edward and Richardson, Flourice W. and Couto, Jeanine Lino S. and Jarrett, Michael S. and Madjd-Sadjadi, Zagros",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"As AI technologies become more prevalent, it is crucial for students to develop responsible, ethical, and proactive AI engagement skills. Recent educational initiatives have focused on enhancing CS and engineering students' AI ethics education but have largely overlooked integrating these concepts across other disciplines. This paper presents and assesses a pioneering initiative that integrates AI ethics into university curricula through a collaborative framework between CS and domain educators. We introduced 1-3 week AI ethics modules in seven diverse courses from Art to Chemistry, incorporating case studies and hands-on activities using chat- or image-based Large Language Models (LLMs). Student surveys indicated significant gains in confidence regarding AI ethics discussions, application of principles, and reasoning skills. Our approach advocates for utilizing structured frameworks and faculty collaboration in embedding AI ethics into university curricula, enhancing students' practical skills and ethical understanding across diverse professional settings.",10.1145/3641554.3701953,https://doi.org/10.1145/3641554.3701953
Exploring Student Interactions with AI in Programming Training,"Fenu, Gianni and Galici, Roberta and Marras, Mirko and Reforgiato, Diego","Adjunct Proceedings of the 32nd ACM Conference on User Modeling, Adaptation and Personalization",2024,"In recent years, the integration of artificial intelligence (AI) in education has collected significant attention due to its potential to revolutionize learning experiences and support student skill development. This study delves into the dynamics of student interactions with AI support within the domain of C programming education, with a specific focus on the utilization of ChatGPT, a conversational AI model, during training sessions. Through manual clustering analysis, this research unveils distinct patterns of student engagement, elucidating diverse problem-solving approaches and varying levels of interaction with ChatGPT. Our findings underscore the importance of acknowledging individual differences in learning strategies and preferences, highlighting the necessity for personalized educational interventions tailored to meet the diverse needs of learners. However, despite the strides made in AI-supported learning, gaps persist in the existing literature, particularly concerning our understanding of how students approach prompts and exercises when utilizing AI-driven educational tools. This research aims to address this gap by shedding light on the nuanced dynamics of student-AI interactions during training of C programming, offering insights into effective pedagogical strategies and instructional design principles for integrating AI technologies into educational settings. This study makes a significant contribution to the continuous endeavors of educators and AI developers by furthering the discussion on AI-facilitated learning. It aims to enhance student engagement, learning outcomes, and overall educational experiences through the integration of technology into learning environments.",10.1145/3631700.3665227,https://doi.org/10.1145/3631700.3665227
Math IDE: A Platform for Creating with Math,"Wang, Sierra and Mitchell, John and Haber, Nick and Piech, Chris",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,2024,"To inspire student engagement in middle school math, we explore the possibility of using generative AI to enhance the creativity of math learning. We present the Math IDE, a math education environment in which students learn about math concepts by building artifacts. We aimed to create a platform in which students can engage with mathematical concepts, create an artifact that embodies the math that they are learning about, and practice their high-level specification skills. In the current iteration of the Math IDE, students can create custom web pages by describing and demonstrating understanding of the math that is involved in the web page. In this short overview, we describe our process and discuss several open questions regarding the design and application of this novel method of math education.",10.1145/3626253.3635572,https://doi.org/10.1145/3626253.3635572
Could ChatGPT Be Used for Reviewing Learnersourced Exercises?,"Pirttinen, Nea and Leinonen, Juho",Proceedings of the 23rd Koli Calling International Conference on Computing Education Research,2024,"Large language models and tools based on large language models such as ChatGPT have received intense attention in the past year in computing education. In this work, we explore whether ChatGPT could be used to review learnersourced exercises. One of the major downsides of learnersourcing is the dubious quality of the created content, leading to many systems using peer review for curating the content. Our results suggest that ChatGPT is not yet ready for this task.",10.1145/3631802.3631845,https://doi.org/10.1145/3631802.3631845
CAET: Code Analysis and Education Tutor,"Glynn, Colin and Hed, Emily and Pexa, Abbigail and Pohlmann, Tyler and Rahal, Imad and Hesse, Robert",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,2024,"The introduction of OpenAI's ChatGPT in 2022 kickstarted the release of Generative Artificial Intelligence (GAI) applications to the public domain. Such chat interfaces are based on large language models (LLMs) and possess a vast array of abilities spanning conversation, the writing and debugging of code, the writing of papers, and the creation of images, music, and songs. With students now having access to a myriad of GAI tools, academia has been permanently altered.Our proposed system, named Code Analysis and Education Tutor (CAET), integrates GAI into early Computer Science education by providing students with an ethical alternative to existing GAI tools. CAET is designed to assist students with programming tasks in a manner tailored to their individual needs without jeopardizing the integrity of their learning. A point of uniqueness from existing works is CAET's ability to display or hide generated code based on its pertinence to the problem at hand. After subjecting multiple GAI models to common programming errors and queries, we settled on OpenAI's GPT-3.5 Turbo model due to its comprehensive capabilities and cost-effectiveness. Overall, CAET underscored the model's conversational dynamics and provided insights for creating a more personalized learning experience for students in an introductory computer science course.",10.1145/3626253.3635543,https://doi.org/10.1145/3626253.3635543
"Diversity, Equity, and Inclusion in Computing Science: Culture is the Key, Curriculum Contributes","Toti, Giulia and Lindner, Peggy and Gao, Alice and Baghban Karimi, Ouldooz and Engineer, Rutwa and Hur, Jinyoung and McNeill, Fiona and Reckinger, Shanon and Robinson, Rebecca and Sollazzo, Anna and Wicentowski, Richard",2024 Working Group Reports on Innovation and Technology in Computer Science Education,2025,"Undergraduate computer science programs worldwide struggle to attract and retain underrepresented students for many reasons. Culture, stereotype threats, uneven gender and racial representations, lack of role models, and uncertain career prospects for minority groups are among the many reasons behind this situation. Many computer science programs are trying to change course through strategies to foster equity, diversity, and inclusion (EDI), aimed at improving outreach, recruitment, admissions, and retention of underrepresented students. EDI approaches may also include modifications to the undergraduate computer science curriculum. However, if not properly planned, these modifications risk amplifying existing stereotypes rather than producing positive change [38]. In this study, through an extensive literature review, a rigorous curriculum analysis of 49 computer science programs across the globe, and qualitative and quantitative analysis of surveys and interviews bringing in the voices of 613 students and 30 educators participating from around the world, we explore equity, diversity, and inclusion in the computer science curriculum. We highlight the role of inclusive content and course design, discuss program flexibility, and the impact of inclusive courses and program design in attracting and retaining historically marginalized students. Finally, we provide concrete steps to make computing science undergraduate curricula more appealing to a diverse audience.",10.1145/3689187.3709611,https://doi.org/10.1145/3689187.3709611
The Research Project in Computer Science Bachelor Education: Undergraduate Research Experience at Scale,"Migut, Gosia and Buszydlik, Aleksander and de Weerdt, Mathijs M.",Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 1,2025,"Exposure to research is an important component of undergraduate university education, cultivating critical thinking, problem-solving, and preparation for advanced study. However, providing individual research experiences for large cohorts of undergraduate students poses significant logistical challenges. This paper demonstrates how an undergraduate research experience can be achieved at scale for a large computer science program. Our approach integrates individual research projects into the undergraduate computer science curriculum for up to almost 400 students within a single 10-week course. We describe three key features of our approach: (1) a matching algorithm that assigns students to research projects based on their preferences, (2) peer-group collaboration, and (3) a distributed supervision and assessment model to guide students through key research activities that include reformulating research questions, designing experiments/user studies, and presenting research. Results and feedback indicate that both students and supervisors are satisfied, demonstrating the feasibility and effectiveness of this scalable approach for integrating research experiences into large undergraduate computer science programs.",10.1145/3724363.3729101,https://doi.org/10.1145/3724363.3729101
Evaluating GPT for use in K-12 Block Based CS Instruction Using a Transpiler and Prompt Engineering,"Gonzalez-Maldonado, David and Liu, Jonathan and Franklin, Diana",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Though the increased availability of Large Language Models (LLMs) presents significant potential for change in the way students learn to program, the text-based nature of the available tools currently preclude block-based languages from much of that innovation. In an attempt to remedy this, we identify the strengths and weaknesses of using a transpiler to leverage the existing learning in commercially available LLMs and Scratch, a visual block-based programming language.Using only prompt engineering, we evaluate an LLM's performance on two common classroom tasks in a Scratch curriculum. We evaluate the LLM's ability to: 1) Create project solutions that compile and satisfy project requirements and 2) Analyze student projects' completion of project requirements using natural language. In both cases, we find results indicating that prompt-engineering alone is insufficient to reliably produce high-quality results. For projects of medium complexity, the LLM-generated solutions consistently failed to follow correct syntax or, in the few instances with correct syntax, produce correct solutions. When used for auto-grading, we found a correlation between scores assigned by the official Scratch Encore autograder and those generated by the LLM, nevertheless the discrepancies between the 'real' scores and the scores assigned by the LLM remained too great for the tool to be reliable in a classroom setting.",10.1145/3641554.3701910,https://doi.org/10.1145/3641554.3701910
"Using Benchmarking Infrastructure to Evaluate LLM Performance on CS Concept Inventories: Challenges, Opportunities, and Critiques","Ali, Murtaza and Rao, Prerna and Mai, Yifan and Xie, Benjamin",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,2024,"BACKGROUND AND CONTEXT. The pace of advancement of large language models (LLMs) motivates the use of existing infrastructure to automate the evaluation of LLM performance on computing education tasks. Concept inventories are well suited for evaluation because of their careful design and prior validity evidence. OBJECTIVES. Our research explores the feasibility of using an automated benchmarking framework to evaluate computer science (CS) concept inventories. We explore three primary objectives: evaluation of LLM performance on the SCS1 and BDSI concept inventories; informal expert panel review of items which had variations between LLM and expected student performance; and description of challenges with using benchmarking infrastructure as a methodological innovation. METHOD. We used the Holistic Evaluation of Language Models (HELM) framework to evaluate the SCS1 and BDSI against 10 LLMS with zero-shot and few-shot in-context learning: GPT (3.5, 4.0), Claude (1.3, 2.0, 2.1), Llama (7B, 13B, 70B), Mistral v0.1 7B, and Mixtral 8x7B. We used psychometric data from prior studies to measure knowledge levels for each LLM run. We then conducted an informal expert review to qualitatively explore how question design, CS content knowledge, and LLM design may explain differences between LLM and expected student performances. FINDINGS. Our quantitative analysis found that most LLM response patterns reflected a below average introductory computing student with the SCS1 and did not fit the psychometric 2PL model for the BDSI. Our qualitative analysis identified that LLMs performed well on code infill questions, but poorly on nested conditionals, runtime analysis, and longer questions. We also identified several methodological challenges related to item security, translation, the structure when using HELM. IMPLICATIONS. We consider the feasibility of using automated benchmarking as a methodology to support more reproducible, replicable, and rigorous investigations to understand the intersection of LLM capabilities, computing concepts, and assessment design. We also consider connections between psychometric approaches and LLM evaluations to inform the design of computing assessments that are more resilient to LLM advancements.",10.1145/3632620.3671097,https://doi.org/10.1145/3632620.3671097
A Plan for a Joint Study into the Impacts of AI on Professional Competencies of IT Professionals and Implications for Computing Students,,Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 2,2024,,10.1145/3649405.3659527,https://doi.org/10.1145/3649405.3659527
"Coding Pathfinder: A Platform for Creative, Self-Guided Mastery in Programming","Gupta, Ishita and Bridgman, Maya and Wang, Sierra and Mitchell, John",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,2025,"We present Coding Pathfinder, a platform to help non-programmers learn to code for a specific purpose. This paper explores how we can scaffold generative AI to provide structure and ensure mastery in informal learning settings, introducing a new approach to coding education. In the current iteration of Pathfinder, a user describes the coding task that they are working on. After collecting some details and scoping the project, Pathfinder identifies the skills that the user will master upon successful completion of the project. It then assesses which of the skills our users already has, and designs a personalised learning journey. The guided journey consists of instructions, explanations, tasks and videos. We also incorporate a chat feature so users can ask questions and engage as if they are working with a tutor.",10.1145/3641555.3705144,https://doi.org/10.1145/3641555.3705144
Iterative Design of a Teaching Assistant Training Program in Computer Science Using the Agile Method,"Liu, Runda and Chen, Shengqi and Chen, Jiajie and Niu, Songjie and Ma, Yuchun and Tang, Xiaofeng",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Facing soaring enrollment and disruptive educational technologies, computing education increasingly relies on the contributions of teaching assistants (TAs), hence the critical importance of high-quality TA training. However, the design and implementation of TA training in computer science face substantial barriers, such as the lack of experienced TA trainers and the scarcity of relevant training materials.This experience report describes the design and implementation of a peer-led computer science TA training program that began in 2022 and has since undergone three iterations, inspired by the approach of agile software development. The current program consists of 10 sessions, organized to serve TAs in three respective stages of professional development. The iterations involved updating and enrichment of the syllabus, transitioning from lecture-centered to discussion-centered training, and discussions of emerging topics in computing education such as the use of large language models (LLMs). Participant feedback showed that TAs approved the iterative design of the training, while identifying areas for further improvement. We summarize lessons learned from the iterative process, reflect on the role of peer TA trainers, and discuss plans for future iterations.",10.1145/3641554.3701829,https://doi.org/10.1145/3641554.3701829
Bob or Bot: Exploring ChatGPT's Answers to University Computer Science Assessment,"Richards, Mike and Waugh, Kevin and Slaymaker, Mark and Petre, Marian and Woodthorpe, John and Gooch, Daniel",ACM Trans. Comput. Educ.,2024,"Cheating has been a long-standing issue in university assessments. However, the release of ChatGPT and other free-to-use generative AI tools has provided a new and distinct method for cheating. Students can run many assessment questions through the tool and generate a superficially compelling answer, which may or may not be accurate.&nbsp;We ran a dual-anonymous “quality assurance” marking exercise across four end-of-module assessments across a distance university computer science (CS) curriculum. Each marker received five ChatGPT-generated scripts alongside 10 student scripts. A total of 90 scripts were marked; every ChatGPT-generated script for the undergraduate modules received at least a passing grade (&gt;40%), with all of the introductory module CS1 scripts receiving a distinction (&gt;85%). None of the ChatGPT-taught postgraduate scripts received a passing grade (&gt;50%). We also present the results of interviewing the markers and of running our sample scripts through a GPT-2 detector and the TurnItIn AI detector, which both identified every ChatGPT-generated script but differed in the number of false positives. As such, we contribute a baseline understanding of how the public release of generative AI is likely to significantly impact quality assurance processes. Our analysis demonstrates that in most cases, across a range of question formats, topics, and study levels, ChatGPT is at least capable of producing adequate answers for undergraduate assessment.",10.1145/3633287,https://doi.org/10.1145/3633287
